code;type;group;useable_as_grid_filter;label-fr_FR;label-en_US;label-ru_RU;label-it_IT;localizable;scopable;allowed_extensions;metric_family;default_metric_unit;decimals_allowed;negative_allowed
attr_75;pim_catalog_date;attr_gr_9;0;date doloremque omnis;date porro dolor;date nihil esse;date sequi hic;0;0;;;;;
attr_76;pim_catalog_boolean;attr_gr_6;0;boolean eius officiis;boolean sed consectetur;boolean ipsa similique;boolean aut quia;0;0;;;;;
attr_77;pim_catalog_image;attr_gr_3;0;image unde quia;image accusantium itaque;image facere ea;image modi deserunt;0;0;png,pdf;;;;
attr_78;pim_catalog_number;attr_gr_7;0;number id et;number ut reiciendis;number ut fugiat;number ipsa ratione;0;0;;;;1;1
attr_79;pim_catalog_number;attr_gr_4;0;number natus rerum;number facilis dicta;number dolorem adipisci;number non omnis;0;0;;;;1;1
attr_80;pim_catalog_file;attr_gr_5;0;file doloremque quas;file dolores doloremque;file nihil suscipit;file quaerat distinctio;0;0;pdf;;;;
attr_81;pim_catalog_simpleselect;attr_gr_13;0;simpleselect officiis autem;simpleselect molestiae sunt;simpleselect iusto recusandae;simpleselect nesciunt tempora;0;0;;;;;
attr_82;pim_catalog_price_collection;attr_gr_9;0;price_collection voluptas tenetur;price_collection molestias vitae;price_collection asperiores et;price_collection ut ratione;0;0;;;;1;
attr_83;pim_catalog_metric;attr_gr_15;0;metric et quia;metric non voluptas;metric dolorem sit;metric dolores optio;0;0;;Length;METER;1;0
attr_84;pim_catalog_file;attr_gr_10;0;file quas amet;file rerum delectus;file veniam assumenda;file cupiditate est;0;0;pdf;;;;
attr_85;pim_catalog_textarea;attr_gr_12;0;textarea architecto quod;textarea nobis eum;textarea omnis laudantium;textarea facere suscipit;0;0;;;;;
attr_86;pim_catalog_simpleselect;attr_gr_19;0;simpleselect et possimus;simpleselect quod voluptate;simpleselect labore iure;simpleselect velit id;0;0;;;;;
attr_87;pim_catalog_boolean;attr_gr_16;0;boolean et labore;boolean aut ratione;boolean aliquid dolorum;boolean totam dolor;0;0;;;;;
attr_88;pim_catalog_date;attr_gr_17;0;date eos voluptatem;date in quia;date molestiae aut;date dicta ullam;0;0;;;;;
attr_89;pim_catalog_text;attr_gr_17;0;text iste ullam;text qui aut;text earum at;text consequatur eos;0;0;;;;;
attr_90;pim_catalog_textarea;attr_gr_1;0;textarea praesentium consequuntur;textarea quia doloribus;textarea provident beatae;textarea non nesciunt;0;0;;;;;
attr_91;pim_catalog_multiselect;attr_gr_2;0;multiselect iure porro;multiselect iure quas;multiselect aut nam;multiselect et eveniet;0;0;;;;;
attr_92;pim_catalog_metric;attr_gr_6;1;metric temporibus occaecati;metric sint iste;metric molestias possimus;metric alias necessitatibus;0;0;;Length;METER;1;0
attr_93;pim_catalog_number;attr_gr_5;1;number expedita neque;number laboriosam et;number et ipsum;number consectetur sapiente;0;0;;;;1;1
attr_94;pim_catalog_textarea;attr_gr_0;0;textarea cum molestias;textarea qui fugiat;textarea repellat quo;textarea perferendis nisi;0;0;;;;;
attr_95;pim_catalog_simpleselect;attr_gr_2;0;simpleselect praesentium eos;simpleselect cumque tenetur;simpleselect pariatur esse;simpleselect quae culpa;0;0;;;;;
attr_96;pim_catalog_multiselect;attr_gr_8;0;multiselect odio eligendi;multiselect eveniet aut;multiselect eum totam;multiselect ab exercitationem;0;0;;;;;
attr_97;pim_catalog_simpleselect;attr_gr_13;0;simpleselect ipsam excepturi;simpleselect deleniti fuga;simpleselect eligendi odit;simpleselect provident eligendi;0;0;;;;;
attr_98;pim_catalog_price_collection;attr_gr_2;0;price_collection tempore vel;price_collection rerum ut;price_collection magnam quas;price_collection magnam qui;0;0;;;;1;
attr_99;pim_catalog_date;attr_gr_0;1;date minus explicabo;date dolor illum;date aut culpa;date voluptatem quibusdam;0;0;;;;;
attr_100;pim_catalog_metric;attr_gr_13;0;metric ut quia;metric tenetur et;metric quia quia;metric fugiat accusantium;0;0;;Length;METER;1;0
attr_101;pim_catalog_number;attr_gr_18;0;number modi ut;number reiciendis eius;number eos est;number ut commodi;0;0;;;;1;1
attr_102;pim_catalog_file;attr_gr_8;0;file inventore nam;file similique deserunt;file quam corporis;file repellat aut;0;0;pdf;;;;
attr_103;pim_catalog_boolean;attr_gr_8;1;boolean nobis qui;boolean quod vero;boolean unde autem;boolean non iste;0;0;;;;;
attr_104;pim_catalog_price_collection;attr_gr_0;0;price_collection ullam quam;price_collection iure quaerat;price_collection enim cumque;price_collection eius ad;0;0;;;;1;
attr_105;pim_catalog_number;attr_gr_18;0;number eos quidem;number facilis qui;number quia nemo;number facilis distinctio;0;0;;;;1;1
attr_106;pim_catalog_boolean;attr_gr_18;0;boolean ex natus;boolean aut nobis;boolean qui aut;boolean eligendi sequi;0;0;;;;;
attr_107;pim_catalog_price_collection;attr_gr_6;0;price_collection aut et;price_collection at quis;price_collection ut cumque;price_collection tenetur ad;0;0;;;;1;
attr_108;pim_catalog_date;attr_gr_10;0;date dicta aut;date consequatur totam;date ut et;date quas esse;0;0;;;;;
attr_109;pim_catalog_date;attr_gr_7;0;date et et;date animi et;date odit nam;date id autem;0;0;;;;;
attr_110;pim_catalog_simpleselect;attr_gr_7;0;simpleselect impedit enim;simpleselect omnis dolorem;simpleselect totam quasi;simpleselect laudantium doloribus;0;0;;;;;
attr_111;pim_catalog_date;attr_gr_15;0;date quo iusto;date numquam in;date at architecto;date eaque at;0;0;;;;;
attr_112;pim_catalog_date;attr_gr_12;0;date ut excepturi;date tenetur qui;date et accusamus;date quia earum;0;0;;;;;
attr_113;pim_catalog_date;attr_gr_8;0;date nemo voluptatibus;date facilis voluptatum;date consequatur voluptates;date voluptatem praesentium;0;0;;;;;
attr_114;pim_catalog_number;attr_gr_0;1;number voluptatem qui;number ut aspernatur;number harum eum;number voluptas et;0;0;;;;1;1
attr_115;pim_catalog_price_collection;attr_gr_17;0;price_collection nam fugiat;price_collection aut quia;price_collection quis est;price_collection qui ut;0;0;;;;1;
attr_116;pim_catalog_boolean;attr_gr_13;0;boolean et qui;boolean occaecati ut;boolean omnis deserunt;boolean quis aliquam;0;0;;;;;
attr_117;pim_catalog_boolean;attr_gr_10;0;boolean quaerat et;boolean in ea;boolean culpa hic;boolean sit nam;0;0;;;;;
attr_118;pim_catalog_textarea;attr_gr_16;0;textarea similique soluta;textarea voluptas quo;textarea velit exercitationem;textarea aut exercitationem;0;0;;;;;
attr_119;pim_catalog_price_collection;attr_gr_12;1;price_collection et eum;price_collection consectetur nisi;price_collection consequuntur natus;price_collection praesentium quos;0;0;;;;1;
attr_120;pim_catalog_number;attr_gr_16;0;number nulla qui;number voluptas sed;number nulla sint;number laborum et;0;0;;;;1;1
attr_121;pim_catalog_file;attr_gr_8;0;file necessitatibus doloribus;file dolores et;file praesentium magni;file iusto aut;1;0;pdf;;;;
attr_122;pim_catalog_metric;attr_gr_15;0;metric recusandae ut;metric vel aut;metric quis commodi;metric aut qui;0;0;;Length;METER;1;0
attr_123;pim_catalog_text;attr_gr_3;0;text distinctio magnam;text ut dolorem;text sed est;text recusandae libero;0;0;;;;;
attr_124;pim_catalog_image;attr_gr_13;0;image autem ipsum;image odio et;image sint odit;image asperiores sint;0;0;png,pdf;;;;
attr_125;pim_catalog_price_collection;attr_gr_10;1;price_collection molestiae et;price_collection reprehenderit voluptatem;price_collection debitis quod;price_collection et autem;0;0;;;;1;
attr_126;pim_catalog_boolean;attr_gr_10;0;boolean qui corporis;boolean nam enim;boolean et iure;boolean necessitatibus eveniet;0;0;;;;;
attr_127;pim_catalog_simpleselect;attr_gr_13;0;simpleselect quasi omnis;simpleselect quos reprehenderit;simpleselect eos et;simpleselect magni et;0;0;;;;;
attr_128;pim_catalog_number;attr_gr_0;0;number eum ratione;number rerum vel;number facilis ea;number ut dolores;1;0;;;;1;1
attr_129;pim_catalog_text;attr_gr_12;1;text asperiores dignissimos;text sit expedita;text dicta nemo;text nam atque;0;0;;;;;
attr_130;pim_catalog_multiselect;attr_gr_6;1;multiselect inventore doloremque;multiselect non unde;multiselect distinctio qui;multiselect rerum placeat;0;0;;;;;
attr_131;pim_catalog_metric;attr_gr_6;0;metric est modi;metric minus dignissimos;metric illum numquam;metric perferendis ipsam;0;0;;Length;METER;1;0
attr_132;pim_catalog_price_collection;attr_gr_19;0;price_collection error esse;price_collection exercitationem qui;price_collection qui explicabo;price_collection est harum;0;0;;;;1;
attr_133;pim_catalog_simpleselect;attr_gr_13;0;simpleselect ea laborum;simpleselect vel ea;simpleselect numquam libero;simpleselect iste repellendus;0;0;;;;;
attr_134;pim_catalog_number;attr_gr_10;1;number ex delectus;number explicabo ex;number quos omnis;number dolorem libero;0;1;;;;1;1
attr_135;pim_catalog_textarea;attr_gr_0;0;textarea illum necessitatibus;textarea reiciendis esse;textarea sit ut;textarea error saepe;0;0;;;;;
attr_136;pim_catalog_date;attr_gr_11;1;date optio vero;date cum dolorem;date sunt architecto;date ducimus necessitatibus;0;0;;;;;
attr_137;pim_catalog_boolean;attr_gr_7;0;boolean repellat exercitationem;boolean animi voluptas;boolean voluptatem voluptatem;boolean et maxime;0;0;;;;;
attr_138;pim_catalog_file;attr_gr_4;1;file optio quis;file eligendi sequi;file iusto non;file qui sequi;0;0;pdf;;;;
attr_139;pim_catalog_text;attr_gr_18;0;text et error;text est molestias;text corporis voluptate;text enim ut;0;0;;;;;
attr_140;pim_catalog_textarea;attr_gr_18;0;textarea voluptas laborum;textarea qui temporibus;textarea expedita dignissimos;textarea error possimus;0;0;;;;;
attr_141;pim_catalog_textarea;attr_gr_5;0;textarea magni facilis;textarea autem dolorum;textarea voluptatem fugiat;textarea incidunt eius;0;0;;;;;
attr_142;pim_catalog_date;attr_gr_15;0;date excepturi et;date et a;date rem corporis;date iusto tempora;0;0;;;;;
attr_143;pim_catalog_text;attr_gr_0;0;text debitis impedit;text alias nobis;text et dolores;text inventore distinctio;0;0;;;;;
attr_144;pim_catalog_metric;attr_gr_7;0;metric dignissimos et;metric asperiores sapiente;metric et non;metric commodi necessitatibus;0;0;;Length;METER;1;0
attr_145;pim_catalog_image;attr_gr_11;0;image quo necessitatibus;image voluptates incidunt;image minima nemo;image esse ea;0;0;pdf,jpg;;;;
attr_146;pim_catalog_textarea;attr_gr_7;0;textarea sed sint;textarea quia libero;textarea maxime cum;textarea vitae itaque;0;0;;;;;
attr_147;pim_catalog_number;attr_gr_6;0;number vel officiis;number illum autem;number nulla nobis;number neque tempore;0;0;;;;1;1
attr_148;pim_catalog_file;attr_gr_9;0;file et at;file facilis asperiores;file non possimus;file consectetur neque;0;0;pdf;;;;
attr_149;pim_catalog_number;attr_gr_17;0;number deleniti molestiae;number similique sed;number facere animi;number ut doloribus;0;0;;;;1;1
attr_150;pim_catalog_textarea;attr_gr_19;0;textarea distinctio velit;textarea magni molestias;textarea eos nesciunt;textarea velit eum;0;0;;;;;
attr_151;pim_catalog_image;attr_gr_5;0;image voluptas error;image fugit recusandae;image exercitationem voluptatem;image deleniti temporibus;0;0;pdf,jpg;;;;
attr_152;pim_catalog_multiselect;attr_gr_1;0;multiselect iure aspernatur;multiselect eos possimus;multiselect iusto cupiditate;multiselect libero sunt;0;0;;;;;
attr_153;pim_catalog_boolean;attr_gr_10;0;boolean eum minima;boolean quo hic;boolean iusto quam;boolean odit esse;0;0;;;;;
attr_154;pim_catalog_date;attr_gr_4;0;date assumenda atque;date eaque ut;date nihil neque;date ut quo;0;0;;;;;
attr_155;pim_catalog_boolean;attr_gr_12;0;boolean dignissimos minus;boolean ut veritatis;boolean et tempora;boolean ut amet;0;0;;;;;
attr_156;pim_catalog_image;attr_gr_11;0;image corporis nihil;image ut quidem;image ratione eum;image nulla et;0;0;png,jpg;;;;
attr_157;pim_catalog_number;attr_gr_0;0;number quos amet;number culpa doloribus;number aut exercitationem;number velit et;0;0;;;;1;1
attr_158;pim_catalog_multiselect;attr_gr_10;0;multiselect dolores expedita;multiselect placeat sint;multiselect nesciunt accusamus;multiselect molestiae nobis;0;0;;;;;
attr_159;pim_catalog_metric;attr_gr_9;0;metric vel vero;metric sunt odit;metric sunt sunt;metric omnis a;0;0;;Length;METER;1;0
attr_160;pim_catalog_simpleselect;attr_gr_15;0;simpleselect iure ut;simpleselect porro labore;simpleselect eius provident;simpleselect sed consequuntur;0;0;;;;;
attr_161;pim_catalog_multiselect;attr_gr_13;0;multiselect fugiat repellat;multiselect ea et;multiselect ullam qui;multiselect magnam voluptatibus;0;1;;;;;
attr_162;pim_catalog_image;attr_gr_0;0;image in natus;image dolores fuga;image asperiores et;image fugit magni;0;0;jpg,pdf;;;;
attr_163;pim_catalog_date;attr_gr_16;0;date aut harum;date corporis in;date quaerat tempora;date vitae voluptatem;0;0;;;;;
attr_164;pim_catalog_number;attr_gr_14;0;number corporis veritatis;number illum est;number ut quasi;number impedit tempora;0;0;;;;1;1
attr_165;pim_catalog_number;attr_gr_0;0;number consequatur doloremque;number eos sed;number nostrum esse;number laboriosam mollitia;0;0;;;;1;1
attr_166;pim_catalog_date;attr_gr_2;0;date repudiandae nihil;date similique vel;date omnis expedita;date repudiandae aut;0;0;;;;;
attr_167;pim_catalog_image;attr_gr_4;1;image cum est;image et id;image assumenda deserunt;image explicabo rerum;0;0;jpg,pdf;;;;
attr_168;pim_catalog_simpleselect;attr_gr_3;0;simpleselect et dolorem;simpleselect tenetur unde;simpleselect quo porro;simpleselect illum dolor;0;0;;;;;
attr_169;pim_catalog_price_collection;attr_gr_9;0;price_collection optio voluptas;price_collection est quam;price_collection libero molestiae;price_collection repudiandae esse;0;0;;;;1;
attr_170;pim_catalog_date;attr_gr_4;0;date doloribus esse;date et perspiciatis;date et rerum;date et blanditiis;0;0;;;;;
attr_171;pim_catalog_image;attr_gr_19;0;image vel qui;image adipisci et;image inventore repudiandae;image enim necessitatibus;0;0;jpg,png;;;;
attr_172;pim_catalog_number;attr_gr_17;1;number est eveniet;number vel culpa;number laborum dolores;number consequatur ipsum;0;0;;;;1;1
attr_173;pim_catalog_multiselect;attr_gr_8;0;multiselect tempore voluptas;multiselect ea deleniti;multiselect enim omnis;multiselect earum sunt;0;0;;;;;
attr_174;pim_catalog_metric;attr_gr_12;0;metric voluptas aut;metric et ea;metric sit non;metric ea quasi;0;0;;Length;METER;1;0
attr_175;pim_catalog_image;attr_gr_8;0;image reprehenderit necessitatibus;image omnis sit;image et eos;image et optio;0;0;jpg,pdf;;;;
attr_176;pim_catalog_multiselect;attr_gr_11;0;multiselect quis odit;multiselect error excepturi;multiselect incidunt nobis;multiselect quam velit;0;0;;;;;
attr_177;pim_catalog_file;attr_gr_11;0;file dolorem nihil;file neque natus;file et enim;file id unde;0;0;pdf;;;;
attr_178;pim_catalog_date;attr_gr_1;0;date quia sunt;date at aut;date praesentium tenetur;date expedita deleniti;0;0;;;;;
attr_179;pim_catalog_multiselect;attr_gr_4;0;multiselect est enim;multiselect labore deserunt;multiselect dolorem sequi;multiselect ut omnis;0;0;;;;;
attr_180;pim_catalog_number;attr_gr_11;0;number perferendis aliquid;number quia eveniet;number dolorem unde;number quos perferendis;0;0;;;;1;1
attr_181;pim_catalog_number;attr_gr_9;0;number sit ex;number dolorum qui;number sapiente id;number minima ipsam;0;0;;;;1;1
attr_182;pim_catalog_text;attr_gr_7;0;text quas molestiae;text deserunt autem;text qui enim;text aut odio;0;0;;;;;
attr_183;pim_catalog_text;attr_gr_3;0;text officiis et;text voluptas doloremque;text aspernatur id;text quae maiores;0;1;;;;;
attr_184;pim_catalog_metric;attr_gr_3;0;metric sit possimus;metric distinctio omnis;metric assumenda qui;metric rerum itaque;0;0;;Length;METER;1;0
attr_185;pim_catalog_date;attr_gr_5;0;date veniam magni;date fugit enim;date eos enim;date odio illo;0;0;;;;;
attr_186;pim_catalog_image;attr_gr_9;0;image voluptatem voluptas;image laudantium voluptate;image nobis quae;image ut autem;0;0;pdf,png;;;;
attr_187;pim_catalog_text;attr_gr_8;0;text hic earum;text rem laboriosam;text nihil ut;text magnam nihil;0;0;;;;;
attr_188;pim_catalog_number;attr_gr_14;0;number praesentium nobis;number nihil dolorum;number laboriosam quia;number quo in;0;0;;;;1;1
attr_189;pim_catalog_textarea;attr_gr_14;0;textarea eius quo;textarea blanditiis iste;textarea sit labore;textarea laboriosam deleniti;0;0;;;;;
attr_190;pim_catalog_boolean;attr_gr_14;0;boolean sed velit;boolean velit quia;boolean dolores ut;boolean quas dolor;0;0;;;;;
