code;label-en_US;attribute_as_label;attributes;requirements-ecommerce;requirements-print
fam_17;"Dolor illo doloribus.";name;sku,name,attr_81,attr_31,attr_23,attr_29,attr_38,attr_57,attr_8,attr_49,attr_46,attr_93,attr_47,attr_56,attr_10,attr_17,attr_87,attr_27,attr_66,attr_43,attr_25,attr_70,attr_39,attr_68,attr_2,attr_95,attr_86,attr_58,attr_91,attr_97,attr_67,attr_79,attr_69,attr_33,attr_62,attr_40,attr_22,attr_94,attr_82,attr_44,attr_7,attr_53,attr_99,attr_26,attr_15,attr_64,attr_96,attr_60,attr_35,attr_45,attr_18;sku,attr_15,attr_53,attr_78,attr_96;sku,attr_14,attr_48,attr_64,attr_10
fam_18;"Repudiandae adipisci aliquid.";name;sku,name,attr_37,attr_5,attr_23,attr_86,attr_7,attr_28,attr_74,attr_76,attr_43,attr_89,attr_9,attr_59,attr_6,attr_16,attr_60,attr_42,attr_18,attr_71,attr_12,attr_98,attr_50,attr_33,attr_4,attr_75,attr_57,attr_97,attr_44,attr_72,attr_26,attr_48,attr_63,attr_56,attr_41,attr_8,attr_82,attr_65,attr_25,attr_45,attr_3,attr_47,attr_69,attr_92,attr_53,attr_55,attr_39,attr_77,attr_0,attr_17,attr_36;sku,attr_34,attr_87,attr_31,attr_39;sku,attr_50,attr_42,attr_1,attr_54
fam_19;"Ipsum assumenda maxime.";name;sku,name,attr_47,attr_94,attr_90,attr_40,attr_37,attr_32,attr_15,attr_9,attr_24,attr_8,attr_34,attr_55,attr_16,attr_71,attr_41,attr_42,attr_74,attr_75,attr_61,attr_28,attr_56,attr_80,attr_12,attr_27,attr_52,attr_18,attr_91,attr_79,attr_87,attr_67,attr_36,attr_3,attr_88,attr_77,attr_70,attr_57,attr_4,attr_85,attr_29,attr_76,attr_23,attr_21,attr_35,attr_20,attr_68,attr_97,attr_93,attr_84,attr_10;sku,attr_85,attr_88,attr_60,attr_97;sku,attr_43,attr_6,attr_8,attr_0
fam_20;"Iure illum.";name;sku,name,attr_87,attr_96,attr_71,attr_65,attr_17,attr_88,attr_6,attr_81,attr_48,attr_84,attr_63,attr_46,attr_57,attr_1,attr_12,attr_72,attr_85,attr_62,attr_23,attr_38,attr_51,attr_58,attr_60,attr_93,attr_64,attr_55,attr_30,attr_79,attr_2,attr_53,attr_73,attr_28,attr_83,attr_89,attr_36,attr_39,attr_31,attr_95,attr_86,attr_25,attr_45,attr_13,attr_32,attr_19,attr_77,attr_11,attr_92,attr_59,attr_34;sku,attr_76,attr_2,attr_49,attr_28;sku,attr_80,attr_60,attr_48,attr_55
fam_21;"Est tenetur.";name;sku,name,attr_62,attr_88,attr_85,attr_27,attr_33,attr_55,attr_81,attr_51,attr_53,attr_56,attr_45,attr_83,attr_46,attr_76,attr_68,attr_60,attr_44,attr_2,attr_34,attr_4,attr_77,attr_89,attr_50,attr_94,attr_74,attr_90,attr_23,attr_40,attr_21,attr_52,attr_29,attr_95,attr_47,attr_30,attr_49,attr_9,attr_11,attr_3,attr_13,attr_20,attr_72,attr_15,attr_28,attr_73,attr_5,attr_67,attr_10,attr_82,attr_84;sku,attr_3,attr_60,attr_36,attr_66;sku,attr_30,attr_54,attr_8,attr_87
fam_22;"Fuga sunt velit.";name;sku,name,attr_85,attr_71,attr_54,attr_0,attr_56,attr_35,attr_45,attr_81,attr_30,attr_69,attr_26,attr_19,attr_80,attr_88,attr_6,attr_92,attr_38,attr_50,attr_2,attr_11,attr_94,attr_37,attr_21,attr_20,attr_16,attr_78,attr_96,attr_12,attr_23,attr_13,attr_72,attr_8,attr_87,attr_49,attr_99,attr_4,attr_77,attr_33,attr_18,attr_82,attr_98,attr_60,attr_89,attr_41,attr_40,attr_59,attr_57,attr_47,attr_14;sku,attr_74,attr_30,attr_89,attr_46;sku,attr_92,attr_72,attr_40,attr_85
fam_23;"Aspernatur consequuntur.";name;sku,name,attr_93,attr_74,attr_5,attr_58,attr_82,attr_48,attr_95,attr_14,attr_47,attr_40,attr_55,attr_69,attr_71,attr_50,attr_28,attr_35,attr_32,attr_17,attr_8,attr_26,attr_13,attr_66,attr_59,attr_36,attr_68,attr_53,attr_62,attr_46,attr_29,attr_85,attr_72,attr_43,attr_86,attr_94,attr_45,attr_41,attr_63,attr_2,attr_52,attr_21,attr_98,attr_19,attr_33,attr_88,attr_90,attr_77,attr_89,attr_56,attr_57;sku,attr_6,attr_7,attr_16,attr_97;sku,attr_14,attr_42,attr_77,attr_89
fam_24;"Ut explicabo.";name;sku,name,attr_56,attr_48,attr_38,attr_89,attr_30,attr_46,attr_53,attr_44,attr_83,attr_66,attr_9,attr_73,attr_13,attr_41,attr_18,attr_61,attr_19,attr_77,attr_55,attr_8,attr_11,attr_42,attr_58,attr_20,attr_95,attr_52,attr_87,attr_96,attr_28,attr_94,attr_51,attr_68,attr_49,attr_69,attr_93,attr_47,attr_26,attr_67,attr_85,attr_37,attr_86,attr_14,attr_63,attr_90,attr_36,attr_84,attr_71,attr_81,attr_21;sku,attr_44,attr_91,attr_33,attr_8;sku,attr_92,attr_61,attr_27,attr_99
fam_25;"Maiores aut consectetur.";name;sku,name,attr_10,attr_36,attr_26,attr_37,attr_20,attr_18,attr_0,attr_35,attr_3,attr_14,attr_90,attr_23,attr_31,attr_48,attr_83,attr_17,attr_68,attr_69,attr_24,attr_2,attr_21,attr_8,attr_12,attr_86,attr_56,attr_94,attr_40,attr_92,attr_33,attr_58,attr_67,attr_88,attr_6,attr_60,attr_77,attr_51,attr_29,attr_85,attr_49,attr_99,attr_38,attr_64,attr_55,attr_11,attr_73,attr_30,attr_4,attr_63,attr_22;sku,attr_94,attr_66,attr_30,attr_29;sku,attr_59,attr_75,attr_94,attr_76
fam_26;"Ea odit.";name;sku,name,attr_95,attr_27,attr_16,attr_5,attr_14,attr_12,attr_6,attr_59,attr_45,attr_15,attr_99,attr_96,attr_19,attr_64,attr_18,attr_98,attr_9,attr_20,attr_37,attr_46,attr_86,attr_38,attr_1,attr_50,attr_8,attr_84,attr_43,attr_32,attr_35,attr_62,attr_80,attr_78,attr_72,attr_61,attr_77,attr_58,attr_65,attr_94,attr_47,attr_92,attr_33,attr_70,attr_4,attr_29,attr_90,attr_93,attr_3,attr_75,attr_71;sku,attr_65,attr_38,attr_54,attr_93;sku,attr_73,attr_23,attr_39,attr_77
fam_27;"Non et ducimus.";name;sku,name,attr_47,attr_98,attr_58,attr_36,attr_77,attr_42,attr_56,attr_13,attr_33,attr_69,attr_75,attr_37,attr_11,attr_63,attr_15,attr_71,attr_6,attr_78,attr_79,attr_59,attr_73,attr_57,attr_45,attr_4,attr_32,attr_76,attr_62,attr_20,attr_23,attr_91,attr_28,attr_34,attr_83,attr_0,attr_70,attr_82,attr_81,attr_65,attr_22,attr_87,attr_31,attr_93,attr_60,attr_99,attr_94,attr_10,attr_68,attr_53,attr_84;sku,attr_35,attr_78,attr_33,attr_39;sku,attr_22,attr_63,attr_64,attr_78
fam_28;"Asperiores et quis.";name;sku,name,attr_69,attr_19,attr_73,attr_78,attr_18,attr_39,attr_16,attr_67,attr_34,attr_96,attr_6,attr_61,attr_80,attr_60,attr_99,attr_95,attr_27,attr_36,attr_5,attr_93,attr_97,attr_66,attr_28,attr_21,attr_71,attr_77,attr_32,attr_58,attr_11,attr_41,attr_54,attr_65,attr_50,attr_26,attr_53,attr_35,attr_68,attr_17,attr_24,attr_25,attr_74,attr_87,attr_89,attr_90,attr_75,attr_63,attr_92,attr_70,attr_85;sku,attr_78,attr_88,attr_17,attr_18;sku,attr_85,attr_53,attr_73,attr_57
fam_29;"Nihil sunt id.";name;sku,name,attr_15,attr_47,attr_44,attr_31,attr_63,attr_76,attr_12,attr_35,attr_59,attr_55,attr_37,attr_62,attr_36,attr_89,attr_53,attr_70,attr_97,attr_94,attr_49,attr_72,attr_25,attr_22,attr_95,attr_13,attr_87,attr_8,attr_45,attr_91,attr_86,attr_79,attr_23,attr_33,attr_93,attr_34,attr_80,attr_92,attr_1,attr_61,attr_90,attr_85,attr_96,attr_69,attr_19,attr_50,attr_46,attr_73,attr_32,attr_71,attr_11;sku,attr_56,attr_57,attr_86,attr_7;sku,attr_97,attr_58,attr_14,attr_57
fam_30;"Sunt at consequatur.";name;sku,name,attr_10,attr_5,attr_43,attr_27,attr_93,attr_1,attr_36,attr_74,attr_3,attr_95,attr_75,attr_62,attr_80,attr_65,attr_0,attr_44,attr_6,attr_14,attr_21,attr_11,attr_56,attr_23,attr_15,attr_89,attr_60,attr_30,attr_57,attr_67,attr_4,attr_91,attr_48,attr_51,attr_97,attr_71,attr_69,attr_26,attr_72,attr_9,attr_46,attr_18,attr_16,attr_53,attr_22,attr_68,attr_61,attr_58,attr_86,attr_90,attr_17;sku,attr_72,attr_97,attr_91,attr_83;sku,attr_50,attr_75,attr_6,attr_94
fam_31;"Est sit illum.";name;sku,name,attr_70,attr_66,attr_4,attr_62,attr_11,attr_40,attr_84,attr_50,attr_44,attr_46,attr_12,attr_32,attr_95,attr_86,attr_1,attr_2,attr_19,attr_92,attr_98,attr_37,attr_65,attr_8,attr_57,attr_24,attr_42,attr_77,attr_78,attr_43,attr_72,attr_22,attr_88,attr_71,attr_60,attr_74,attr_30,attr_69,attr_5,attr_47,attr_85,attr_68,attr_59,attr_25,attr_23,attr_75,attr_91,attr_48,attr_39,attr_79,attr_18;sku,attr_42,attr_20,attr_21,attr_82;sku,attr_99,attr_29,attr_62,attr_39
fam_32;"Blanditiis eaque libero.";name;sku,name,attr_91,attr_7,attr_25,attr_56,attr_14,attr_28,attr_20,attr_48,attr_15,attr_38,attr_63,attr_17,attr_78,attr_5,attr_68,attr_83,attr_79,attr_32,attr_13,attr_61,attr_9,attr_80,attr_3,attr_37,attr_97,attr_0,attr_22,attr_90,attr_24,attr_35,attr_16,attr_34,attr_41,attr_82,attr_60,attr_89,attr_88,attr_1,attr_40,attr_52,attr_2,attr_81,attr_6,attr_85,attr_86,attr_67,attr_19,attr_8,attr_11;sku,attr_83,attr_22,attr_76,attr_84;sku,attr_8,attr_71,attr_15,attr_56
fam_33;"Vitae possimus quia.";name;sku,name,attr_47,attr_40,attr_6,attr_42,attr_63,attr_93,attr_62,attr_25,attr_66,attr_79,attr_21,attr_35,attr_41,attr_65,attr_15,attr_17,attr_23,attr_38,attr_5,attr_53,attr_68,attr_92,attr_22,attr_61,attr_19,attr_51,attr_28,attr_7,attr_77,attr_37,attr_88,attr_91,attr_30,attr_96,attr_0,attr_11,attr_52,attr_29,attr_36,attr_39,attr_50,attr_24,attr_71,attr_94,attr_90,attr_89,attr_87,attr_20,attr_26;sku,attr_39,attr_52,attr_18,attr_4;sku,attr_99,attr_1,attr_27,attr_51
fam_34;"Quae at vel.";name;sku,name,attr_12,attr_63,attr_66,attr_27,attr_75,attr_37,attr_26,attr_52,attr_89,attr_43,attr_49,attr_97,attr_25,attr_54,attr_31,attr_85,attr_67,attr_36,attr_91,attr_30,attr_93,attr_8,attr_41,attr_57,attr_76,attr_23,attr_13,attr_71,attr_5,attr_95,attr_32,attr_18,attr_51,attr_16,attr_40,attr_87,attr_60,attr_56,attr_79,attr_98,attr_47,attr_55,attr_1,attr_64,attr_69,attr_38,attr_34,attr_0,attr_94;sku,attr_41,attr_1,attr_73,attr_67;sku,attr_83,attr_92,attr_60,attr_52
fam_35;"Nesciunt aspernatur.";name;sku,name,attr_8,attr_32,attr_75,attr_80,attr_76,attr_94,attr_70,attr_11,attr_7,attr_16,attr_40,attr_2,attr_67,attr_22,attr_58,attr_84,attr_26,attr_86,attr_28,attr_82,attr_95,attr_69,attr_60,attr_53,attr_87,attr_64,attr_24,attr_71,attr_68,attr_99,attr_12,attr_65,attr_61,attr_37,attr_48,attr_45,attr_6,attr_29,attr_1,attr_38,attr_54,attr_34,attr_10,attr_57,attr_33,attr_78,attr_59,attr_27,attr_5;sku,attr_7,attr_57,attr_4,attr_40;sku,attr_4,attr_94,attr_25,attr_93
fam_36;"Omnis in autem.";name;sku,name,attr_67,attr_18,attr_26,attr_59,attr_34,attr_21,attr_94,attr_33,attr_99,attr_95,attr_61,attr_45,attr_58,attr_43,attr_36,attr_16,attr_57,attr_1,attr_42,attr_38,attr_62,attr_82,attr_7,attr_83,attr_37,attr_90,attr_10,attr_52,attr_75,attr_78,attr_50,attr_9,attr_46,attr_87,attr_85,attr_84,attr_65,attr_12,attr_66,attr_97,attr_5,attr_68,attr_13,attr_89,attr_25,attr_0,attr_19,attr_79,attr_80;sku,attr_4,attr_23,attr_96,attr_98;sku,attr_16,attr_40,attr_90,attr_15
fam_37;"Est sapiente.";name;sku,name,attr_82,attr_12,attr_95,attr_34,attr_21,attr_2,attr_69,attr_79,attr_18,attr_7,attr_67,attr_37,attr_11,attr_45,attr_64,attr_19,attr_68,attr_39,attr_24,attr_27,attr_71,attr_58,attr_81,attr_30,attr_85,attr_42,attr_46,attr_84,attr_65,attr_4,attr_9,attr_40,attr_60,attr_96,attr_66,attr_62,attr_91,attr_57,attr_98,attr_16,attr_74,attr_72,attr_70,attr_8,attr_6,attr_51,attr_48,attr_25,attr_28;sku,attr_12,attr_40,attr_16,attr_96;sku,attr_91,attr_99,attr_20,attr_78
fam_38;"Voluptatem animi dolores.";name;sku,name,attr_64,attr_75,attr_45,attr_97,attr_57,attr_0,attr_36,attr_96,attr_37,attr_54,attr_28,attr_9,attr_69,attr_35,attr_16,attr_94,attr_47,attr_19,attr_63,attr_4,attr_73,attr_81,attr_83,attr_55,attr_74,attr_76,attr_56,attr_18,attr_48,attr_52,attr_79,attr_11,attr_8,attr_46,attr_65,attr_82,attr_15,attr_72,attr_86,attr_92,attr_20,attr_33,attr_31,attr_1,attr_22,attr_78,attr_49,attr_59,attr_98;sku,attr_92,attr_2,attr_71,attr_76;sku,attr_3,attr_71,attr_33,attr_83
fam_39;"Dolorem et iusto.";name;sku,name,attr_99,attr_78,attr_69,attr_27,attr_70,attr_53,attr_23,attr_82,attr_24,attr_10,attr_39,attr_45,attr_58,attr_55,attr_93,attr_97,attr_26,attr_0,attr_83,attr_89,attr_12,attr_20,attr_6,attr_88,attr_34,attr_9,attr_90,attr_8,attr_19,attr_37,attr_15,attr_13,attr_92,attr_33,attr_75,attr_71,attr_29,attr_16,attr_87,attr_68,attr_73,attr_32,attr_64,attr_44,attr_38,attr_3,attr_60,attr_56,attr_41;sku,attr_63,attr_74,attr_10,attr_28;sku,attr_62,attr_49,attr_71,attr_55
fam_40;"Similique fuga dicta.";name;sku,name,attr_52,attr_84,attr_33,attr_70,attr_16,attr_9,attr_45,attr_13,attr_30,attr_66,attr_73,attr_62,attr_96,attr_42,attr_48,attr_78,attr_20,attr_51,attr_39,attr_4,attr_67,attr_97,attr_74,attr_8,attr_58,attr_88,attr_34,attr_81,attr_38,attr_75,attr_92,attr_32,attr_71,attr_99,attr_22,attr_55,attr_56,attr_68,attr_95,attr_27,attr_85,attr_5,attr_93,attr_36,attr_46,attr_69,attr_89,attr_11,attr_18;sku,attr_40,attr_70,attr_39,attr_67;sku,attr_9,attr_74,attr_71,attr_76
fam_41;"Maiores aliquid.";name;sku,name,attr_83,attr_96,attr_9,attr_18,attr_78,attr_11,attr_38,attr_7,attr_46,attr_88,attr_32,attr_90,attr_16,attr_35,attr_41,attr_23,attr_86,attr_24,attr_94,attr_31,attr_99,attr_2,attr_21,attr_19,attr_14,attr_91,attr_82,attr_65,attr_28,attr_71,attr_15,attr_37,attr_97,attr_12,attr_77,attr_33,attr_66,attr_48,attr_80,attr_27,attr_3,attr_20,attr_92,attr_68,attr_26,attr_0,attr_54,attr_44,attr_45;sku,attr_72,attr_46,attr_78,attr_36;sku,attr_44,attr_56,attr_24,attr_23
fam_42;"Maxime vitae veniam.";name;sku,name,attr_88,attr_47,attr_60,attr_53,attr_27,attr_48,attr_2,attr_8,attr_61,attr_29,attr_39,attr_36,attr_74,attr_46,attr_4,attr_68,attr_15,attr_77,attr_89,attr_75,attr_87,attr_93,attr_99,attr_18,attr_13,attr_98,attr_31,attr_38,attr_49,attr_32,attr_25,attr_78,attr_22,attr_62,attr_97,attr_14,attr_59,attr_94,attr_79,attr_90,attr_64,attr_26,attr_72,attr_0,attr_58,attr_24,attr_11,attr_28,attr_65;sku,attr_15,attr_70,attr_87,attr_11;sku,attr_71,attr_28,attr_59,attr_85
fam_43;"Quas nihil omnis.";name;sku,name,attr_10,attr_70,attr_53,attr_82,attr_41,attr_17,attr_19,attr_22,attr_94,attr_6,attr_92,attr_48,attr_45,attr_66,attr_34,attr_4,attr_95,attr_35,attr_99,attr_40,attr_32,attr_83,attr_16,attr_72,attr_55,attr_46,attr_54,attr_20,attr_3,attr_15,attr_21,attr_85,attr_73,attr_67,attr_69,attr_89,attr_12,attr_84,attr_65,attr_81,attr_28,attr_90,attr_87,attr_0,attr_27,attr_7,attr_76,attr_62,attr_59;sku,attr_32,attr_83,attr_31,attr_62;sku,attr_36,attr_11,attr_89,attr_73
