code;label-en_US;attribute_as_label;attributes;requirements-ecommerce;requirements-print
fam_11;"Omnis ea.";name;sku,name,attr_22,attr_51,attr_10,attr_33,attr_74,attr_5,attr_78,attr_48,attr_25,attr_97,attr_90,attr_88,attr_0,attr_34,attr_75,attr_24,attr_83,attr_28,attr_65,attr_21,attr_2,attr_4,attr_16,attr_19,attr_44,attr_91,attr_64,attr_81,attr_79,attr_7,attr_86,attr_95,attr_46,attr_72,attr_94,attr_32,attr_45,attr_3,attr_52,attr_12,attr_71,attr_18,attr_76,attr_77,attr_23,attr_61,attr_69,attr_42,attr_15;sku,name,attr_15,attr_83,attr_2;sku,attr_44,attr_91,attr_22,attr_15
fam_12;"Fuga tempora sed.";name;sku,name,attr_47,attr_71,attr_76,attr_95,attr_40,attr_77,attr_88,attr_53,attr_27,attr_6,attr_44,attr_87,attr_91,attr_51,attr_65,attr_3,attr_28,attr_83,attr_90,attr_75,attr_97,attr_85,attr_61,attr_4,attr_45,attr_74,attr_41,attr_80,attr_68,attr_49,attr_98,attr_26,attr_57,attr_10,attr_89,attr_67,attr_60,attr_7,attr_21,attr_62,attr_24,attr_69,attr_94,attr_43,attr_59,attr_11,attr_50,attr_48,attr_38;sku,attr_49,attr_65,attr_43,attr_95;sku,attr_27,attr_87,attr_75,sku
fam_13;"Dolorem dolor quod.";name;sku,name,attr_4,attr_5,attr_62,attr_26,attr_35,attr_44,attr_33,attr_74,attr_49,attr_75,attr_89,attr_42,attr_67,attr_11,attr_13,attr_43,attr_29,attr_90,attr_80,attr_86,attr_94,attr_53,attr_48,attr_19,attr_71,attr_79,attr_55,attr_7,attr_50,attr_70,attr_92,attr_73,attr_21,attr_65,attr_98,attr_23,attr_52,attr_31,attr_64,attr_15,attr_69,attr_40,attr_14,attr_8,attr_34,attr_6,attr_18,attr_88,attr_28;sku,attr_29,attr_86,attr_18,attr_43;sku,attr_29,attr_55,attr_90,attr_92
fam_14;"Delectus commodi.";name;sku,name,attr_42,attr_52,attr_83,attr_20,attr_90,attr_51,attr_81,attr_95,attr_43,attr_97,attr_55,attr_37,attr_24,attr_78,attr_40,attr_66,attr_68,attr_1,attr_50,attr_12,attr_28,attr_56,attr_64,attr_85,attr_54,attr_63,attr_31,attr_4,attr_0,attr_84,attr_92,attr_14,attr_49,attr_21,attr_65,attr_17,attr_88,attr_70,attr_32,attr_41,attr_2,attr_76,attr_44,attr_35,attr_22,attr_62,attr_45,attr_59,attr_33;sku,attr_55,attr_31,attr_68,attr_44;sku,attr_55,attr_76,attr_63,attr_68
fam_15;"Necessitatibus consequatur architecto.";name;sku,name,attr_96,attr_62,attr_19,attr_80,attr_89,attr_45,attr_32,attr_43,attr_86,attr_11,attr_0,attr_33,attr_13,attr_85,attr_55,attr_75,attr_58,attr_67,attr_16,attr_82,attr_39,attr_22,attr_15,attr_76,attr_29,attr_99,attr_71,attr_26,attr_2,attr_24,attr_91,attr_7,attr_34,attr_97,attr_1,attr_63,attr_14,attr_52,attr_35,attr_27,attr_56,attr_53,attr_20,attr_78,attr_93,attr_54,attr_98,attr_44,attr_18;sku,attr_11,attr_89,name,attr_19;sku,attr_78,attr_86,attr_0,attr_54
fam_16;"Veritatis eveniet est.";name;sku,name,attr_29,attr_92,attr_24,attr_19,attr_60,attr_83,attr_4,attr_44,attr_25,attr_22,attr_90,attr_8,attr_2,attr_55,attr_93,attr_67,attr_58,attr_42,attr_87,attr_78,attr_7,attr_97,attr_82,attr_65,attr_50,attr_3,attr_37,attr_86,attr_34,attr_49,attr_20,attr_9,attr_77,attr_26,attr_98,attr_35,attr_33,attr_75,attr_85,attr_13,attr_17,attr_95,attr_68,attr_6,attr_71,attr_27,attr_0,attr_31,attr_73;sku,attr_60,attr_0,attr_65,attr_87;sku,attr_7,attr_65,attr_3,attr_0
fam_17;"Sed doloribus debitis.";name;sku,name,attr_26,attr_19,attr_28,attr_87,attr_5,attr_40,attr_73,attr_86,attr_34,attr_10,attr_7,attr_56,attr_85,attr_91,attr_64,attr_41,attr_2,attr_35,attr_30,attr_25,attr_48,attr_92,attr_29,attr_16,attr_21,attr_15,attr_1,attr_13,attr_17,attr_47,attr_24,attr_18,attr_71,attr_84,attr_52,attr_6,attr_74,attr_82,attr_99,attr_93,attr_27,attr_60,attr_66,attr_11,attr_36,attr_12,attr_32,attr_23,attr_53;sku,attr_64,attr_36,attr_27,attr_73;sku,attr_85,attr_28,attr_35,attr_92
fam_18;"Officiis perferendis culpa.";name;sku,name,attr_94,attr_78,attr_65,attr_59,attr_77,attr_92,attr_63,attr_48,attr_79,attr_5,attr_45,attr_20,attr_41,attr_33,attr_64,attr_96,attr_99,attr_84,attr_58,attr_49,attr_14,attr_2,attr_82,attr_97,attr_90,attr_0,attr_60,attr_17,attr_29,attr_1,attr_68,attr_30,attr_67,attr_9,attr_6,attr_56,attr_21,attr_38,attr_19,attr_75,attr_8,attr_40,attr_55,attr_16,attr_12,attr_26,attr_47,attr_91,attr_83;sku,attr_21,attr_47,attr_55,attr_48;sku,attr_84,attr_96,attr_59,attr_47
fam_19;"Harum labore.";name;sku,name,attr_79,attr_29,attr_85,attr_55,attr_82,attr_35,attr_93,attr_23,attr_20,attr_24,attr_25,attr_3,attr_2,attr_70,attr_36,attr_53,attr_14,attr_13,attr_16,attr_12,attr_30,attr_97,attr_95,attr_48,attr_47,attr_73,attr_62,attr_68,attr_54,attr_26,attr_10,attr_6,attr_89,attr_37,attr_1,attr_34,attr_0,attr_41,attr_31,attr_40,attr_52,attr_4,attr_98,attr_91,attr_32,attr_46,attr_63,attr_18,attr_17;sku,attr_29,attr_48,attr_13,attr_97;sku,attr_48,attr_91,attr_13,attr_10
fam_20;"Aut alias sit.";name;sku,name,attr_8,attr_22,attr_6,attr_29,attr_62,attr_13,attr_2,attr_34,attr_61,attr_96,attr_48,attr_83,attr_33,attr_73,attr_76,attr_56,attr_77,attr_54,attr_64,attr_11,attr_30,attr_46,attr_88,attr_59,attr_42,attr_79,attr_53,attr_68,attr_43,attr_21,attr_25,attr_18,attr_4,attr_70,attr_57,attr_12,attr_90,attr_24,attr_0,attr_52,attr_47,attr_51,attr_72,attr_17,attr_98,attr_15,attr_65,attr_55,attr_58;sku,attr_42,attr_61,sku,attr_17;sku,attr_54,attr_76,attr_29,attr_47
fam_21;"Eos ducimus.";name;sku,name,attr_33,attr_9,attr_61,attr_81,attr_26,attr_43,attr_32,attr_87,attr_14,attr_19,attr_44,attr_84,attr_64,attr_22,attr_58,attr_96,attr_66,attr_68,attr_10,attr_16,attr_25,attr_76,attr_74,attr_54,attr_35,attr_79,attr_31,attr_62,attr_65,attr_73,attr_59,attr_63,attr_69,attr_4,attr_40,attr_82,attr_15,attr_86,attr_41,attr_2,attr_94,attr_20,attr_67,attr_57,attr_5,attr_47,attr_39,attr_75,attr_78;sku,attr_67,attr_86,attr_35,attr_58;sku,attr_44,attr_81,attr_15,attr_96
fam_22;"Rerum ex.";name;sku,name,attr_58,attr_17,attr_60,attr_16,attr_5,attr_81,attr_83,attr_26,attr_45,attr_67,attr_74,attr_28,attr_42,attr_41,attr_6,attr_1,attr_71,attr_84,attr_7,attr_92,attr_20,attr_24,attr_19,attr_10,attr_27,attr_55,attr_50,attr_65,attr_48,attr_59,attr_14,attr_9,attr_23,attr_25,attr_39,attr_91,attr_88,attr_49,attr_11,attr_97,attr_35,attr_56,attr_34,attr_69,attr_95,attr_61,attr_98,attr_63,attr_36;sku,attr_42,attr_17,attr_91,attr_27;sku,attr_67,attr_55,attr_45,attr_16
fam_23;"Et mollitia.";name;sku,name,attr_40,attr_83,attr_6,attr_56,attr_20,attr_65,attr_53,attr_14,attr_50,attr_64,attr_82,attr_51,attr_7,attr_92,attr_77,attr_37,attr_90,attr_4,attr_52,attr_2,attr_41,attr_58,attr_30,attr_72,attr_75,attr_89,attr_87,attr_42,attr_76,attr_60,attr_1,attr_38,attr_15,attr_32,attr_3,attr_44,attr_54,attr_74,attr_95,attr_13,attr_12,attr_48,attr_25,attr_11,attr_16,attr_49,attr_81,attr_46,attr_99;sku,attr_75,attr_77,attr_3,attr_56;sku,sku,attr_76,attr_41,attr_99
fam_24;"Labore id.";name;sku,name,attr_19,attr_73,attr_7,attr_93,attr_2,attr_50,attr_37,attr_20,attr_98,attr_41,attr_85,attr_58,attr_29,attr_71,attr_80,attr_77,attr_40,attr_15,attr_55,attr_63,attr_13,attr_81,attr_83,attr_67,attr_22,attr_59,attr_43,attr_96,attr_14,attr_10,attr_38,attr_47,attr_52,attr_91,attr_82,attr_92,attr_30,attr_34,attr_95,attr_75,attr_3,attr_68,attr_72,attr_46,attr_70,attr_4,attr_33,attr_88,attr_99;sku,attr_68,attr_77,attr_41,attr_81;sku,attr_59,attr_70,attr_75,attr_68
fam_25;"Et doloribus et.";name;sku,name,attr_69,attr_24,attr_30,attr_60,attr_96,attr_67,attr_23,attr_40,attr_13,attr_28,attr_52,attr_59,attr_95,attr_3,attr_20,attr_0,attr_32,attr_50,attr_45,attr_7,attr_43,attr_5,attr_53,attr_31,attr_12,attr_78,attr_8,attr_81,attr_71,attr_98,attr_93,attr_37,attr_15,attr_33,attr_17,attr_55,attr_10,attr_64,attr_6,attr_25,attr_87,attr_86,attr_56,attr_38,attr_4,attr_9,attr_39,attr_16,attr_83;sku,attr_9,attr_86,attr_37,attr_3;sku,attr_95,attr_69,attr_10,attr_9
fam_26;"Repudiandae minus earum.";name;sku,name,attr_37,attr_14,attr_11,attr_44,attr_59,attr_27,attr_96,attr_90,attr_21,attr_83,attr_45,attr_7,attr_15,attr_1,attr_98,attr_80,attr_81,attr_87,attr_56,attr_35,attr_65,attr_73,attr_91,attr_24,attr_4,attr_36,attr_10,attr_58,attr_66,attr_64,attr_38,attr_49,attr_54,attr_50,attr_51,attr_26,attr_72,attr_3,attr_34,attr_84,attr_57,attr_12,attr_32,attr_46,attr_33,attr_2,attr_19,attr_97,attr_86;sku,attr_15,attr_66,attr_2,attr_72;sku,attr_45,attr_58,attr_36,attr_97
fam_27;"Nostrum consequatur.";name;sku,name,attr_46,attr_65,attr_97,attr_58,attr_92,attr_63,attr_74,attr_70,attr_72,attr_2,attr_43,attr_86,attr_25,attr_75,attr_81,attr_12,attr_69,attr_68,attr_61,attr_33,attr_9,attr_57,attr_95,attr_76,attr_4,attr_59,attr_37,attr_78,attr_40,attr_62,attr_55,attr_18,attr_82,attr_26,attr_31,attr_16,attr_83,attr_35,attr_29,attr_71,attr_22,attr_99,attr_60,attr_96,attr_87,attr_53,attr_6,attr_36,attr_56;sku,attr_33,attr_60,attr_53,attr_22;sku,attr_92,attr_97,attr_75,attr_60
fam_28;"Nihil iste.";name;sku,name,attr_11,attr_21,attr_75,attr_12,attr_25,attr_92,attr_2,attr_34,attr_30,attr_63,attr_59,attr_97,attr_37,attr_8,attr_84,attr_18,attr_50,attr_56,attr_52,attr_10,attr_47,attr_98,attr_83,attr_15,attr_22,attr_80,attr_16,attr_5,attr_60,attr_88,attr_62,attr_91,attr_82,attr_93,attr_76,attr_70,attr_74,attr_49,attr_53,attr_69,attr_73,attr_58,attr_1,attr_39,attr_36,attr_99,attr_20,attr_55,attr_45;sku,attr_18,attr_59,attr_56,attr_76;sku,attr_62,attr_55,attr_34,attr_63
fam_29;"Deleniti qui at.";name;sku,name,attr_58,attr_11,attr_63,attr_31,attr_46,attr_88,attr_18,attr_52,attr_16,attr_6,attr_81,attr_47,attr_12,attr_30,attr_33,attr_95,attr_42,attr_61,attr_70,attr_99,attr_24,attr_64,attr_21,attr_44,attr_14,attr_17,attr_48,attr_3,attr_74,attr_39,attr_71,attr_98,attr_67,attr_4,attr_15,attr_73,attr_89,attr_32,attr_82,attr_60,attr_83,attr_25,attr_53,attr_97,attr_54,attr_68,attr_56,attr_1,attr_38;sku,attr_98,attr_68,attr_32,attr_89;sku,attr_31,attr_3,attr_16,attr_18
fam_30;"Consectetur vero possimus.";name;sku,name,attr_55,attr_34,attr_91,attr_45,attr_56,attr_35,attr_9,attr_61,attr_70,attr_20,attr_13,attr_28,attr_6,attr_5,attr_80,attr_43,attr_39,attr_29,attr_88,attr_0,attr_31,attr_16,attr_48,attr_27,attr_25,attr_60,attr_24,attr_83,attr_3,attr_36,attr_96,attr_1,attr_32,attr_44,attr_68,attr_38,attr_2,attr_54,attr_52,attr_64,attr_15,attr_81,attr_23,attr_97,attr_84,attr_58,attr_47,attr_4,attr_8;sku,attr_13,attr_0,attr_9,attr_16;sku,attr_48,attr_35,attr_84,attr_2
fam_31;"Enim consequatur ut.";name;sku,name,attr_64,attr_68,attr_71,attr_0,attr_15,attr_47,attr_2,attr_61,attr_66,attr_35,attr_73,attr_1,attr_65,attr_40,attr_13,attr_26,attr_84,attr_48,attr_81,attr_62,attr_54,attr_51,attr_44,attr_91,attr_27,attr_95,attr_37,attr_29,attr_14,attr_45,attr_69,attr_49,attr_53,attr_41,attr_82,attr_23,attr_6,attr_4,attr_36,attr_97,attr_43,attr_63,attr_72,attr_85,attr_83,attr_17,attr_30,attr_34,attr_57;sku,sku,attr_27,attr_47,attr_63;sku,attr_95,attr_37,attr_57,attr_54
fam_32;"Itaque laudantium saepe.";name;sku,name,attr_83,attr_39,attr_2,attr_20,attr_90,attr_9,attr_26,attr_25,attr_91,attr_66,attr_67,attr_22,attr_70,attr_43,attr_6,attr_80,attr_65,attr_78,attr_56,attr_99,attr_62,attr_32,attr_94,attr_1,attr_60,attr_44,attr_77,attr_48,attr_11,attr_61,attr_23,attr_16,attr_3,attr_29,attr_36,attr_95,attr_85,attr_41,attr_73,attr_74,attr_31,attr_57,attr_50,attr_18,attr_0,attr_33,attr_4,attr_88,attr_79;sku,attr_73,attr_95,attr_50,attr_56;sku,attr_50,attr_73,attr_0,attr_61
fam_33;"Delectus excepturi itaque.";name;sku,name,attr_97,attr_46,attr_38,attr_65,attr_10,attr_47,attr_41,attr_37,attr_66,attr_2,attr_3,attr_86,attr_1,attr_21,attr_24,attr_61,attr_4,attr_51,attr_45,attr_22,attr_34,attr_95,attr_90,attr_71,attr_50,attr_31,attr_77,attr_44,attr_0,attr_55,attr_29,attr_96,attr_20,attr_52,attr_58,attr_11,attr_32,attr_63,attr_33,attr_69,attr_74,attr_54,attr_87,attr_62,attr_89,attr_76,attr_99,attr_93,attr_92;sku,attr_10,attr_55,attr_21,attr_29;sku,attr_93,attr_65,attr_61,attr_22
fam_34;"Praesentium quisquam.";name;sku,name,attr_85,attr_69,attr_11,attr_47,attr_49,attr_58,attr_59,attr_77,attr_93,attr_17,attr_5,attr_34,attr_40,attr_65,attr_68,attr_22,attr_37,attr_0,attr_14,attr_64,attr_79,attr_94,attr_3,attr_24,attr_29,attr_19,attr_45,attr_73,attr_2,attr_20,attr_90,attr_21,attr_74,attr_60,attr_31,attr_88,attr_36,attr_80,attr_39,attr_81,attr_91,attr_62,attr_61,attr_75,attr_30,attr_71,attr_16,attr_25,attr_55;sku,attr_2,attr_49,attr_34,attr_19;sku,attr_75,attr_22,name,attr_11
fam_35;"Fugit illo fugit.";name;sku,name,attr_54,attr_70,attr_2,attr_37,attr_13,attr_86,attr_57,attr_96,attr_7,attr_68,attr_53,attr_23,attr_46,attr_12,attr_63,attr_27,attr_17,attr_98,attr_42,attr_77,attr_4,attr_21,attr_14,attr_18,attr_8,attr_88,attr_80,attr_91,attr_19,attr_97,attr_64,attr_51,attr_49,attr_83,attr_6,attr_59,attr_50,attr_90,attr_16,attr_55,attr_9,attr_74,attr_84,attr_22,attr_24,attr_71,attr_95,attr_65,attr_38;sku,attr_64,attr_9,attr_55,attr_95;sku,attr_95,attr_42,attr_55,attr_17
fam_36;"Natus quam ab.";name;sku,name,attr_78,attr_0,attr_75,attr_83,attr_51,attr_32,attr_33,attr_93,attr_36,attr_98,attr_26,attr_21,attr_66,attr_45,attr_7,attr_2,attr_90,attr_37,attr_88,attr_95,attr_53,attr_43,attr_69,attr_57,attr_18,attr_27,attr_22,attr_70,attr_1,attr_49,attr_44,attr_94,attr_38,attr_63,attr_85,attr_31,attr_58,attr_4,attr_68,attr_82,attr_97,attr_84,attr_80,attr_50,attr_73,attr_13,attr_12,attr_60,attr_41;sku,attr_33,name,attr_94,attr_18;sku,attr_70,attr_58,attr_12,attr_43
fam_37;"Voluptas nulla.";name;sku,name,attr_22,attr_47,attr_37,attr_11,attr_73,attr_25,attr_35,attr_60,attr_28,attr_41,attr_95,attr_20,attr_23,attr_53,attr_85,attr_6,attr_63,attr_42,attr_51,attr_67,attr_77,attr_75,attr_82,attr_57,attr_38,attr_61,attr_50,attr_83,attr_4,attr_2,attr_69,attr_12,attr_72,attr_40,attr_46,attr_55,attr_5,attr_39,attr_18,attr_0,attr_29,attr_68,attr_44,attr_3,attr_7,attr_80,attr_16,attr_70,attr_62;sku,attr_35,attr_95,attr_55,attr_62;sku,attr_11,attr_16,attr_60,sku
fam_38;"Fugiat facilis.";name;sku,name,attr_6,attr_62,attr_86,attr_71,attr_73,attr_3,attr_90,attr_75,attr_12,attr_23,attr_53,attr_69,attr_25,attr_85,attr_47,attr_95,attr_94,attr_36,attr_14,attr_42,attr_59,attr_81,attr_65,attr_45,attr_93,attr_16,attr_21,attr_70,attr_64,attr_49,attr_40,attr_84,attr_27,attr_68,attr_61,attr_19,attr_30,attr_1,attr_60,attr_99,attr_41,attr_46,attr_87,attr_11,attr_20,attr_97,attr_96,attr_24,attr_15;sku,attr_68,attr_87,attr_61,attr_19;sku,attr_15,attr_81,attr_61,attr_93
fam_39;"Ea assumenda.";name;sku,name,attr_57,attr_29,attr_16,attr_49,attr_90,attr_46,attr_38,attr_39,attr_60,attr_66,attr_45,attr_96,attr_82,attr_14,attr_51,attr_93,attr_73,attr_23,attr_63,attr_42,attr_50,attr_22,attr_34,attr_30,attr_24,attr_32,attr_9,attr_6,attr_99,attr_87,attr_81,attr_21,attr_44,attr_68,attr_35,attr_83,attr_11,attr_25,attr_4,attr_0,attr_89,attr_2,attr_97,attr_58,attr_88,attr_98,attr_55,attr_53,attr_75;sku,attr_9,attr_57,attr_63,attr_87;sku,attr_99,attr_23,attr_0,attr_39
fam_40;"Expedita natus iste.";name;sku,name,attr_17,attr_97,attr_48,attr_30,attr_58,attr_19,attr_6,attr_90,attr_8,attr_42,attr_71,attr_0,attr_4,attr_86,attr_77,attr_95,attr_44,attr_11,attr_99,attr_7,attr_82,attr_40,attr_79,attr_28,attr_18,attr_27,attr_65,attr_73,attr_72,attr_25,attr_78,attr_14,attr_54,attr_85,attr_41,attr_63,attr_94,attr_70,attr_1,attr_22,attr_96,attr_66,attr_12,attr_16,attr_46,attr_88,attr_38,attr_60,attr_98;sku,attr_44,attr_11,attr_96,attr_73;sku,attr_94,attr_28,attr_98,attr_41
fam_41;"Aut aliquam aspernatur.";name;sku,name,attr_43,attr_52,attr_2,attr_58,attr_12,attr_31,attr_23,attr_36,attr_57,attr_28,attr_41,attr_30,attr_34,attr_27,attr_40,attr_93,attr_19,attr_32,attr_3,attr_83,attr_56,attr_80,attr_61,attr_24,attr_50,attr_25,attr_0,attr_15,attr_33,attr_66,attr_89,attr_85,attr_6,attr_55,attr_59,attr_18,attr_45,attr_53,attr_70,attr_97,attr_64,attr_21,attr_68,attr_98,attr_71,attr_17,attr_69,attr_46,attr_26;sku,attr_69,attr_57,attr_52,attr_89;sku,attr_66,attr_34,attr_15,attr_70
fam_42;"Dolores debitis odio.";name;sku,name,attr_51,attr_28,attr_79,attr_17,attr_50,attr_70,attr_52,attr_83,attr_24,attr_82,attr_61,attr_8,attr_36,attr_21,attr_68,attr_11,attr_48,attr_56,attr_30,attr_43,attr_96,attr_75,attr_16,attr_77,attr_2,attr_33,attr_23,attr_71,attr_45,attr_47,attr_19,attr_53,attr_6,attr_99,attr_0,attr_55,attr_32,attr_66,attr_5,attr_31,attr_34,attr_58,attr_69,attr_62,attr_73,attr_94,attr_76,attr_3,attr_80;sku,attr_8,attr_66,attr_58,attr_62;sku,attr_79,attr_70,attr_73,attr_32
fam_43;"Voluptatum a.";name;sku,name,attr_37,attr_91,attr_10,attr_52,attr_88,attr_7,attr_94,attr_19,attr_3,attr_21,attr_40,attr_27,attr_69,attr_66,attr_28,attr_84,attr_32,attr_47,attr_83,attr_29,attr_9,attr_11,attr_70,attr_51,attr_33,attr_78,attr_50,attr_43,attr_90,attr_98,attr_53,attr_22,attr_8,attr_44,attr_89,attr_38,attr_99,attr_55,attr_54,attr_86,attr_46,attr_75,attr_74,attr_14,attr_73,attr_26,attr_71,attr_64,attr_92;sku,attr_71,attr_28,attr_11,attr_32;sku,attr_7,attr_54,attr_91,attr_73
