code;type;group;useable_as_grid_filter;label-fr_FR;label-en_US;label-de_DE;label-ru_RU;label-it_IT;localizable;scopable;allowed_extensions;metric_family;default_metric_unit
attr_58;pim_catalog_multiselect;attr_gr_13;0;"multiselect excepturi deleniti";"multiselect ut voluptatem";"multiselect at possimus";"multiselect qui accusamus";"multiselect libero perferendis";1;0;;;
attr_59;pim_catalog_text;attr_gr_4;0;"text alias sed";"text ipsam eos";"text repellendus totam";"text voluptatibus quae";"text repudiandae nulla";0;0;;;
attr_60;pim_catalog_textarea;attr_gr_13;0;"textarea modi aliquid";"textarea vel consequatur";"textarea illo omnis";"textarea expedita magni";"textarea ipsum impedit";0;0;;;
attr_61;pim_catalog_price_collection;attr_gr_14;0;"price_collection et et";"price_collection quibusdam itaque";"price_collection ut dicta";"price_collection voluptates qui";"price_collection accusamus perferendis";0;0;;;
attr_62;pim_catalog_text;attr_gr_2;1;"text commodi voluptatem";"text quibusdam porro";"text debitis eum";"text fugit expedita";"text nesciunt deserunt";0;0;;;
attr_63;pim_catalog_file;attr_gr_8;0;"file quibusdam repudiandae";"file et occaecati";"file dolores magni";"file libero quis";"file in sit";0;1;pdf,png;;
attr_64;pim_catalog_multiselect;attr_gr_6;0;"multiselect dolore provident";"multiselect voluptas esse";"multiselect deleniti voluptatem";"multiselect hic quis";"multiselect est libero";0;0;;;
attr_65;pim_catalog_date;attr_gr_0;0;"date sunt vitae";"date enim iste";"date dolore neque";"date sunt autem";"date perferendis quaerat";0;0;;;
attr_66;pim_catalog_multiselect;attr_gr_6;1;"multiselect aut quas";"multiselect optio eveniet";"multiselect cupiditate quis";"multiselect sed minus";"multiselect ullam et";0;0;;;
attr_67;pim_catalog_text;attr_gr_7;0;"text corporis corporis";"text eaque in";"text quasi velit";"text facere et";"text vel voluptatum";0;0;;;
attr_68;pim_catalog_image;attr_gr_4;1;"image hic amet";"image et quo";"image excepturi delectus";"image beatae officiis";"image magni ut";1;1;pdf,png;;
attr_69;pim_catalog_metric;attr_gr_0;0;"metric architecto saepe";"metric ullam id";"metric beatae dolorem";"metric praesentium pariatur";"metric facere et";0;0;;Length;METER
attr_70;pim_catalog_text;attr_gr_5;0;"text minus et";"text exercitationem mollitia";"text vel id";"text optio accusamus";"text ex ducimus";0;0;;;
attr_71;pim_catalog_price_collection;attr_gr_8;1;"price_collection voluptas sapiente";"price_collection ipsam ut";"price_collection soluta voluptas";"price_collection iusto odio";"price_collection similique voluptatem";0;0;;;
attr_72;pim_catalog_textarea;attr_gr_11;0;"textarea nostrum quaerat";"textarea voluptas libero";"textarea consequatur voluptatem";"textarea quos ut";"textarea minus molestiae";0;0;;;
attr_73;pim_catalog_simpleselect;attr_gr_0;0;"simpleselect ipsum magni";"simpleselect eveniet animi";"simpleselect id consequatur";"simpleselect in vel";"simpleselect impedit vel";1;0;;;
attr_74;pim_catalog_price_collection;attr_gr_5;0;"price_collection sit iusto";"price_collection saepe consectetur";"price_collection sit illo";"price_collection dolor facere";"price_collection fugit animi";0;1;;;
attr_75;pim_catalog_date;attr_gr_4;0;"date officia soluta";"date assumenda et";"date occaecati nesciunt";"date delectus rerum";"date illo quidem";0;0;;;
attr_76;pim_catalog_date;attr_gr_7;0;"date quia optio";"date praesentium occaecati";"date ipsa et";"date sequi sint";"date nemo rerum";0;0;;;
attr_77;pim_catalog_boolean;attr_gr_4;0;"boolean tempore mollitia";"boolean nam eos";"boolean sit repellat";"boolean molestiae qui";"boolean error ut";0;0;;;
attr_78;pim_catalog_image;attr_gr_2;1;"image impedit voluptas";"image iste illo";"image provident consequatur";"image at ea";"image ut id";0;0;png,pdf;;
attr_79;pim_catalog_number;attr_gr_5;0;"number iste aut";"number harum tempora";"number nihil praesentium";"number sed qui";"number sit culpa";0;1;;;
attr_80;pim_catalog_number;attr_gr_3;0;"number occaecati dignissimos";"number laborum excepturi";"number earum neque";"number omnis quis";"number animi dolore";0;0;;;
attr_81;pim_catalog_file;attr_gr_4;0;"file neque eos";"file eos dicta";"file vero saepe";"file omnis voluptas";"file quis distinctio";0;0;pdf,jpg;;
attr_82;pim_catalog_simpleselect;attr_gr_10;0;"simpleselect odit molestiae";"simpleselect aperiam ducimus";"simpleselect maiores aperiam";"simpleselect et debitis";"simpleselect recusandae ab";0;0;;;
attr_83;pim_catalog_price_collection;attr_gr_6;0;"price_collection enim et";"price_collection aut voluptas";"price_collection modi dolores";"price_collection eaque cumque";"price_collection ipsam quia";1;1;;;
attr_84;pim_catalog_metric;attr_gr_11;0;"metric veniam fugit";"metric saepe esse";"metric molestiae ullam";"metric est sunt";"metric sed quidem";1;0;;Length;METER
attr_85;pim_catalog_file;attr_gr_7;1;"file quia velit";"file ad velit";"file optio ipsum";"file distinctio sapiente";"file aut eligendi";0;1;png,pdf;;
attr_86;pim_catalog_textarea;attr_gr_9;0;"textarea dolore laudantium";"textarea illum qui";"textarea facilis aperiam";"textarea aperiam et";"textarea quos magni";0;1;;;
attr_87;pim_catalog_simpleselect;attr_gr_14;1;"simpleselect expedita ullam";"simpleselect doloremque accusantium";"simpleselect dolorem id";"simpleselect consequuntur dolores";"simpleselect vitae consequuntur";1;1;;;
attr_88;pim_catalog_simpleselect;attr_gr_11;1;"simpleselect enim et";"simpleselect quia autem";"simpleselect omnis ducimus";"simpleselect dolorum voluptatem";"simpleselect et cupiditate";0;1;;;
attr_89;pim_catalog_file;attr_gr_6;0;"file molestiae vel";"file mollitia asperiores";"file impedit veniam";"file qui doloribus";"file corporis velit";0;0;png,jpg;;
attr_90;pim_catalog_text;attr_gr_13;0;"text molestias ex";"text cumque qui";"text ratione impedit";"text fugiat dolorum";"text suscipit voluptatibus";0;0;;;
attr_91;pim_catalog_textarea;attr_gr_1;0;"textarea esse unde";"textarea dolores dolor";"textarea molestiae vel";"textarea esse omnis";"textarea excepturi in";0;0;;;
attr_92;pim_catalog_multiselect;attr_gr_1;0;"multiselect enim fugit";"multiselect vel consequatur";"multiselect aut nisi";"multiselect ab unde";"multiselect doloremque dignissimos";0;0;;;
attr_93;pim_catalog_metric;attr_gr_5;0;"metric qui qui";"metric eius recusandae";"metric quis maiores";"metric voluptatem quia";"metric facere ut";0;0;;Length;METER
attr_94;pim_catalog_number;attr_gr_4;0;"number omnis dolores";"number molestias libero";"number velit similique";"number sit cupiditate";"number quisquam explicabo";0;0;;;
attr_95;pim_catalog_textarea;attr_gr_0;0;"textarea explicabo magnam";"textarea voluptas earum";"textarea qui blanditiis";"textarea autem doloribus";"textarea nam ipsa";0;0;;;
attr_96;pim_catalog_simpleselect;attr_gr_1;0;"simpleselect autem velit";"simpleselect eum eveniet";"simpleselect sunt quod";"simpleselect eum qui";"simpleselect quaerat accusantium";1;0;;;
attr_97;pim_catalog_multiselect;attr_gr_6;0;"multiselect illum deleniti";"multiselect ut quas";"multiselect voluptatem aut";"multiselect omnis consequatur";"multiselect deleniti placeat";0;0;;;
attr_98;pim_catalog_simpleselect;attr_gr_10;1;"simpleselect reprehenderit in";"simpleselect soluta qui";"simpleselect veritatis voluptatibus";"simpleselect illum aut";"simpleselect vel est";0;1;;;
attr_99;pim_catalog_price_collection;attr_gr_1;0;"price_collection magni est";"price_collection minus placeat";"price_collection aut autem";"price_collection dolorem facilis";"price_collection labore aut";0;0;;;
attr_100;pim_catalog_date;attr_gr_0;0;"date laboriosam quo";"date incidunt nihil";"date est harum";"date ipsa sequi";"date perspiciatis nihil";1;0;;;
attr_101;pim_catalog_metric;attr_gr_10;0;"metric et neque";"metric autem minus";"metric officia rerum";"metric sit facere";"metric tenetur cumque";1;1;;Length;METER
attr_102;pim_catalog_text;attr_gr_9;1;"text qui et";"text non architecto";"text cupiditate at";"text minima incidunt";"text enim non";0;0;;;
attr_103;pim_catalog_number;attr_gr_5;0;"number aspernatur nisi";"number assumenda ea";"number doloremque aut";"number doloremque voluptates";"number debitis nihil";0;0;;;
attr_104;pim_catalog_file;attr_gr_6;0;"file cumque et";"file odio ex";"file saepe est";"file architecto inventore";"file ipsa porro";0;0;png,pdf;;
attr_105;pim_catalog_boolean;attr_gr_6;0;"boolean dolores sed";"boolean sed ut";"boolean dolorem omnis";"boolean rerum repudiandae";"boolean necessitatibus sint";0;0;;;
attr_106;pim_catalog_price_collection;attr_gr_0;1;"price_collection rerum sed";"price_collection vel aut";"price_collection et necessitatibus";"price_collection beatae facilis";"price_collection unde facilis";0;0;;;
attr_107;pim_catalog_number;attr_gr_14;1;"number voluptatem sed";"number vitae expedita";"number nihil in";"number consectetur aut";"number veniam ex";0;1;;;
attr_108;pim_catalog_boolean;attr_gr_13;0;"boolean et rerum";"boolean recusandae voluptatem";"boolean fuga beatae";"boolean quia autem";"boolean consequuntur quia";0;0;;;
attr_109;pim_catalog_price_collection;attr_gr_5;0;"price_collection odit iusto";"price_collection qui voluptas";"price_collection qui consequatur";"price_collection vel at";"price_collection sint et";0;0;;;
attr_110;pim_catalog_date;attr_gr_7;0;"date qui eos";"date voluptas quae";"date quo esse";"date necessitatibus accusamus";"date reprehenderit nihil";0;0;;;
attr_111;pim_catalog_date;attr_gr_5;1;"date possimus nihil";"date totam unde";"date dolores esse";"date exercitationem neque";"date et explicabo";0;0;;;
attr_112;pim_catalog_simpleselect;attr_gr_5;0;"simpleselect deserunt non";"simpleselect quis dignissimos";"simpleselect illo facilis";"simpleselect et dolorum";"simpleselect quod et";0;0;;;
attr_113;pim_catalog_date;attr_gr_11;0;"date quae temporibus";"date distinctio corrupti";"date maiores amet";"date ab est";"date ad neque";0;0;;;
attr_114;pim_catalog_date;attr_gr_9;0;"date recusandae earum";"date consequatur molestias";"date provident earum";"date tempore ea";"date repellat est";0;0;;;
attr_115;pim_catalog_date;attr_gr_6;0;"date veniam sit";"date impedit cupiditate";"date molestiae animi";"date quia similique";"date facilis culpa";0;0;;;
attr_116;pim_catalog_number;attr_gr_0;1;"number ut earum";"number esse eligendi";"number soluta deserunt";"number quidem dolorem";"number est impedit";1;1;;;
attr_117;pim_catalog_number;attr_gr_6;0;"number id porro";"number dolorem ratione";"number sit et";"number blanditiis ex";"number accusantium consequatur";0;1;;;
attr_118;pim_catalog_image;attr_gr_12;0;"image laborum quidem";"image aut ipsam";"image voluptatem autem";"image iste cum";"image repellat quia";0;0;jpg,pdf;;
attr_119;pim_catalog_metric;attr_gr_3;0;"metric molestiae consequatur";"metric ducimus nobis";"metric dignissimos quisquam";"metric quia asperiores";"metric repellat sint";0;0;;Length;METER
attr_120;pim_catalog_simpleselect;attr_gr_5;0;"simpleselect non velit";"simpleselect soluta praesentium";"simpleselect id odio";"simpleselect et accusamus";"simpleselect maiores voluptatem";0;0;;;
attr_121;pim_catalog_image;attr_gr_13;1;"image esse molestiae";"image similique aut";"image aperiam provident";"image minima cupiditate";"image ut fuga";0;0;pdf,png;;
attr_122;pim_catalog_file;attr_gr_6;0;"file ut vel";"file modi tempore";"file sapiente reprehenderit";"file in aliquam";"file asperiores corporis";1;0;jpg,pdf;;
attr_123;pim_catalog_metric;attr_gr_11;0;"metric voluptatem aperiam";"metric qui maiores";"metric et est";"metric inventore sed";"metric quasi fugiat";0;0;;Length;METER
attr_124;pim_catalog_text;attr_gr_2;0;"text molestiae repudiandae";"text qui voluptatibus";"text quas fuga";"text dolores totam";"text ullam qui";0;0;;;
attr_125;pim_catalog_image;attr_gr_10;0;"image omnis aut";"image voluptatum minus";"image libero qui";"image omnis officia";"image eius in";0;0;png,pdf;;
attr_126;pim_catalog_price_collection;attr_gr_7;0;"price_collection neque animi";"price_collection ut ipsum";"price_collection explicabo minima";"price_collection facilis laboriosam";"price_collection recusandae vel";0;0;;;
attr_127;pim_catalog_boolean;attr_gr_7;0;"boolean ex ratione";"boolean et veritatis";"boolean aut numquam";"boolean nulla et";"boolean quaerat et";1;0;;;
attr_128;pim_catalog_simpleselect;attr_gr_9;1;"simpleselect mollitia beatae";"simpleselect illum officia";"simpleselect dicta voluptatem";"simpleselect explicabo excepturi";"simpleselect aut quidem";0;0;;;
attr_129;pim_catalog_number;attr_gr_0;0;"number quas harum";"number a voluptatem";"number laudantium et";"number corrupti quasi";"number veniam dolores";1;0;;;
attr_130;pim_catalog_text;attr_gr_9;1;"text et sunt";"text laudantium quia";"text blanditiis sint";"text qui rerum";"text et voluptas";0;0;;;
attr_131;pim_catalog_multiselect;attr_gr_5;1;"multiselect nemo ea";"multiselect hic suscipit";"multiselect ipsa provident";"multiselect cumque reprehenderit";"multiselect quo pariatur";1;1;;;
attr_132;pim_catalog_simpleselect;attr_gr_6;0;"simpleselect enim voluptatibus";"simpleselect aliquid in";"simpleselect eveniet eius";"simpleselect libero enim";"simpleselect dolor quasi";0;0;;;
attr_133;pim_catalog_simpleselect;attr_gr_3;1;"simpleselect molestias dolorem";"simpleselect sit quo";"simpleselect consequatur deserunt";"simpleselect sed molestias";"simpleselect officia enim";0;1;;;
attr_134;pim_catalog_date;attr_gr_4;1;"date quaerat quo";"date numquam architecto";"date voluptas delectus";"date ut quia";"date illum provident";0;0;;;
attr_135;pim_catalog_price_collection;attr_gr_3;0;"price_collection optio nulla";"price_collection mollitia et";"price_collection sequi non";"price_collection porro iusto";"price_collection et nobis";0;1;;;
attr_136;pim_catalog_textarea;attr_gr_0;0;"textarea quasi occaecati";"textarea ad ut";"textarea quibusdam at";"textarea iste nihil";"textarea consequuntur reprehenderit";1;0;;;
attr_137;pim_catalog_multiselect;attr_gr_13;0;"multiselect et dolores";"multiselect nihil non";"multiselect assumenda non";"multiselect ea voluptatem";"multiselect quia officia";0;0;;;
attr_138;pim_catalog_image;attr_gr_11;1;"image est quis";"image tempora dolor";"image omnis quis";"image fuga similique";"image dolorem sit";0;0;jpg,pdf;;
attr_139;pim_catalog_textarea;attr_gr_2;0;"textarea consectetur vitae";"textarea numquam consequatur";"textarea nihil omnis";"textarea in sunt";"textarea aliquam quas";0;0;;;
attr_140;pim_catalog_text;attr_gr_13;0;"text dolorem voluptatem";"text quia ad";"text neque officiis";"text rem optio";"text officiis non";0;0;;;
attr_141;pim_catalog_textarea;attr_gr_13;1;"textarea officiis repudiandae";"textarea ad aut";"textarea quas ducimus";"textarea assumenda excepturi";"textarea aut cum";0;0;;;
attr_142;pim_catalog_textarea;attr_gr_3;0;"textarea nesciunt aliquid";"textarea molestiae et";"textarea nihil est";"textarea adipisci quia";"textarea saepe deleniti";1;1;;;
attr_143;pim_catalog_date;attr_gr_11;0;"date amet necessitatibus";"date expedita nam";"date est necessitatibus";"date unde dolorem";"date tempore maiores";0;0;;;
attr_144;pim_catalog_text;attr_gr_0;0;"text voluptates saepe";"text est magni";"text iure totam";"text incidunt eum";"text sequi est";0;0;;;
attr_145;pim_catalog_metric;attr_gr_5;0;"metric sed aut";"metric aut magnam";"metric quia et";"metric eum ut";"metric sed dolores";1;0;;Length;METER
attr_146;pim_catalog_image;attr_gr_8;0;"image quis nesciunt";"image sunt corrupti";"image quae error";"image adipisci voluptatem";"image quasi quaerat";1;0;pdf,jpg;;
attr_147;pim_catalog_textarea;attr_gr_5;1;"textarea ipsa qui";"textarea repellat dolore";"textarea ab molestiae";"textarea voluptatem commodi";"textarea sed culpa";0;0;;;
attr_148;pim_catalog_number;attr_gr_4;0;"number praesentium qui";"number tenetur exercitationem";"number est reiciendis";"number voluptatem inventore";"number quo similique";1;0;;;
attr_149;pim_catalog_file;attr_gr_7;0;"file ut vero";"file qui porro";"file itaque amet";"file atque unde";"file minima recusandae";0;0;png,pdf;;
attr_150;pim_catalog_number;attr_gr_13;0;"number et quisquam";"number facilis et";"number quis minima";"number ut totam";"number dolor ut";0;0;;;
attr_151;pim_catalog_textarea;attr_gr_14;0;"textarea quas ut";"textarea sed nulla";"textarea eius assumenda";"textarea in dolores";"textarea itaque voluptatem";0;1;;;
attr_152;pim_catalog_image;attr_gr_3;0;"image dolorum ad";"image temporibus at";"image quo ex";"image in quasi";"image ut dolorem";0;0;pdf,jpg;;
attr_153;pim_catalog_multiselect;attr_gr_1;1;"multiselect voluptatem perspiciatis";"multiselect qui odio";"multiselect aut magni";"multiselect cumque dolores";"multiselect eum delectus";0;1;;;
attr_154;pim_catalog_boolean;attr_gr_7;0;"boolean et aut";"boolean iste magni";"boolean veniam officia";"boolean et impedit";"boolean voluptas et";1;1;;;
attr_155;pim_catalog_date;attr_gr_3;1;"date ut ad";"date officiis et";"date quia animi";"date et voluptas";"date ex illum";0;0;;;
attr_156;pim_catalog_boolean;attr_gr_9;1;"boolean vero voluptatum";"boolean sed accusamus";"boolean voluptas ipsum";"boolean non et";"boolean aut et";0;0;;;
attr_157;pim_catalog_image;attr_gr_8;0;"image rerum blanditiis";"image in enim";"image odio voluptas";"image ut sunt";"image rem incidunt";1;1;pdf,png;;
attr_158;pim_catalog_text;attr_gr_9;0;"text qui rerum";"text molestias est";"text qui vero";"text hic omnis";"text ducimus tempore";0;0;;;
attr_159;pim_catalog_multiselect;attr_gr_8;0;"multiselect inventore maiores";"multiselect cupiditate nihil";"multiselect quod eligendi";"multiselect facilis quia";"multiselect amet voluptatum";0;0;;;
attr_160;pim_catalog_text;attr_gr_5;0;"text cupiditate totam";"text et sint";"text quo repudiandae";"text ipsa suscipit";"text molestias rerum";1;0;;;
attr_161;pim_catalog_number;attr_gr_3;1;"number qui deleniti";"number magnam dolores";"number corporis inventore";"number consequatur optio";"number alias voluptatem";0;0;;;
