code;type;group;useable_as_grid_filter;label-fr_FR;label-en_US;label-de_DE;label-ru_RU;localizable;scopable;allowed_extensions;metric_family;default_metric_unit
attr_80;pim_catalog_simpleselect;attr_gr_13;0;"simpleselect quidem placeat";"simpleselect impedit est";"simpleselect accusantium iusto";"simpleselect accusamus magnam";0;0;;;
attr_81;pim_catalog_price_collection;attr_gr_9;0;"price_collection consequatur illum";"price_collection consequuntur eligendi";"price_collection est et";"price_collection suscipit illum";0;0;;;
attr_82;pim_catalog_metric;attr_gr_15;0;"metric sunt tenetur";"metric assumenda ab";"metric optio quidem";"metric mollitia quis";0;0;;Length;METER
attr_83;pim_catalog_file;attr_gr_10;0;"file quaerat voluptate";"file et iste";"file sit eum";"file enim quaerat";0;0;png,pdf;;
attr_84;pim_catalog_textarea;attr_gr_12;0;"textarea nesciunt voluptatem";"textarea est qui";"textarea quo ex";"textarea ullam accusamus";0;0;;;
attr_85;pim_catalog_simpleselect;attr_gr_19;1;"simpleselect sit modi";"simpleselect fuga optio";"simpleselect rerum temporibus";"simpleselect expedita asperiores";0;0;;;
attr_86;pim_catalog_boolean;attr_gr_16;0;"boolean est sapiente";"boolean officiis laborum";"boolean sed dolor";"boolean ipsa veritatis";0;0;;;
attr_87;pim_catalog_date;attr_gr_17;0;"date natus velit";"date officiis officiis";"date tenetur nulla";"date aut dicta";0;0;;;
attr_88;pim_catalog_text;attr_gr_17;0;"text rerum ex";"text nihil iste";"text sed non";"text possimus consequuntur";0;0;;;
attr_89;pim_catalog_textarea;attr_gr_1;0;"textarea molestiae voluptatem";"textarea laboriosam corporis";"textarea quidem mollitia";"textarea reiciendis quis";0;0;;;
attr_90;pim_catalog_multiselect;attr_gr_2;0;"multiselect pariatur sit";"multiselect et error";"multiselect non odit";"multiselect aut voluptatum";0;0;;;
attr_91;pim_catalog_metric;attr_gr_6;0;"metric quo voluptatem";"metric incidunt similique";"metric facere aut";"metric et neque";0;0;;Length;METER
attr_92;pim_catalog_number;attr_gr_5;0;"number inventore est";"number non non";"number aut dolorum";"number sint eum";0;0;;;
attr_93;pim_catalog_textarea;attr_gr_0;0;"textarea recusandae assumenda";"textarea cumque maxime";"textarea fugit et";"textarea provident fugit";0;0;;;
attr_94;pim_catalog_simpleselect;attr_gr_2;0;"simpleselect id officia";"simpleselect aut in";"simpleselect aut enim";"simpleselect recusandae optio";0;0;;;
attr_95;pim_catalog_multiselect;attr_gr_8;0;"multiselect asperiores cumque";"multiselect sed mollitia";"multiselect natus omnis";"multiselect blanditiis commodi";0;0;;;
attr_96;pim_catalog_simpleselect;attr_gr_13;0;"simpleselect voluptate placeat";"simpleselect expedita ut";"simpleselect adipisci modi";"simpleselect ut deleniti";0;0;;;
attr_97;pim_catalog_price_collection;attr_gr_2;0;"price_collection at officia";"price_collection sed harum";"price_collection voluptatem praesentium";"price_collection aut amet";0;0;;;
attr_98;pim_catalog_date;attr_gr_0;0;"date nesciunt et";"date consequatur rerum";"date rem consequuntur";"date nemo suscipit";0;0;;;
attr_99;pim_catalog_metric;attr_gr_13;0;"metric totam molestiae";"metric laborum impedit";"metric repellat dolore";"metric rerum non";0;0;;Length;METER
attr_100;pim_catalog_number;attr_gr_18;0;"number qui veritatis";"number ipsum deleniti";"number aperiam maxime";"number qui porro";0;0;;;
attr_101;pim_catalog_file;attr_gr_8;0;"file soluta sit";"file deleniti a";"file ipsa nesciunt";"file qui ipsam";0;0;png,pdf;;
attr_102;pim_catalog_boolean;attr_gr_8;0;"boolean qui non";"boolean voluptas eum";"boolean animi fugiat";"boolean quaerat repellat";0;0;;;
attr_103;pim_catalog_price_collection;attr_gr_0;0;"price_collection reiciendis voluptatibus";"price_collection sit unde";"price_collection nemo maxime";"price_collection est similique";0;0;;;
attr_104;pim_catalog_number;attr_gr_18;0;"number sit rem";"number dolorem iure";"number tempore a";"number autem omnis";0;0;;;
attr_105;pim_catalog_boolean;attr_gr_18;0;"boolean animi sed";"boolean sequi asperiores";"boolean consectetur vero";"boolean possimus omnis";0;0;;;
attr_106;pim_catalog_price_collection;attr_gr_6;0;"price_collection voluptates qui";"price_collection natus ex";"price_collection aspernatur laborum";"price_collection cumque natus";0;0;;;
attr_107;pim_catalog_date;attr_gr_10;0;"date dolores veniam";"date et illo";"date aut et";"date reprehenderit ullam";0;0;;;
attr_108;pim_catalog_date;attr_gr_7;0;"date alias in";"date ipsam ipsum";"date error corrupti";"date ad aliquam";0;0;;;
attr_109;pim_catalog_simpleselect;attr_gr_7;0;"simpleselect dolore eum";"simpleselect aperiam consequatur";"simpleselect impedit delectus";"simpleselect sit quia";0;0;;;
attr_110;pim_catalog_date;attr_gr_15;0;"date nobis eum";"date atque doloremque";"date ducimus unde";"date consequatur occaecati";0;0;;;
attr_111;pim_catalog_date;attr_gr_12;0;"date sequi illum";"date nisi aut";"date repudiandae ea";"date ut reiciendis";0;0;;;
attr_112;pim_catalog_date;attr_gr_8;0;"date voluptas officia";"date et nulla";"date natus exercitationem";"date rem voluptatem";0;0;;;
attr_113;pim_catalog_number;attr_gr_0;0;"number enim alias";"number ab dicta";"number ad qui";"number sed ducimus";0;0;;;
attr_114;pim_catalog_price_collection;attr_gr_17;0;"price_collection neque rerum";"price_collection porro quisquam";"price_collection enim consequatur";"price_collection ut rerum";0;0;;;
attr_115;pim_catalog_boolean;attr_gr_13;0;"boolean porro aut";"boolean sequi voluptatum";"boolean voluptatem laborum";"boolean distinctio aliquid";0;0;;;
attr_116;pim_catalog_boolean;attr_gr_10;0;"boolean perferendis et";"boolean ea magni";"boolean facilis sit";"boolean ut nulla";0;0;;;
attr_117;pim_catalog_textarea;attr_gr_16;0;"textarea corrupti consequatur";"textarea dolorum perspiciatis";"textarea excepturi ducimus";"textarea repudiandae minima";0;0;;;
attr_118;pim_catalog_price_collection;attr_gr_12;0;"price_collection perferendis autem";"price_collection exercitationem voluptatem";"price_collection qui blanditiis";"price_collection eligendi atque";0;0;;;
attr_119;pim_catalog_number;attr_gr_16;0;"number provident velit";"number dolorem distinctio";"number illum ut";"number quasi ab";0;0;;;
attr_120;pim_catalog_file;attr_gr_8;0;"file aut velit";"file et harum";"file sequi ut";"file est at";1;0;jpg,pdf;;
attr_121;pim_catalog_metric;attr_gr_15;0;"metric et quo";"metric quia nemo";"metric laboriosam sunt";"metric sit corrupti";0;0;;Length;METER
attr_122;pim_catalog_text;attr_gr_3;0;"text nulla quas";"text non doloribus";"text nihil quidem";"text itaque laudantium";0;0;;;
attr_123;pim_catalog_image;attr_gr_13;0;"image fugiat qui";"image voluptatem quia";"image voluptates explicabo";"image voluptatem quaerat";0;0;png,pdf;;
attr_124;pim_catalog_price_collection;attr_gr_10;0;"price_collection libero tempore";"price_collection modi nihil";"price_collection nam iusto";"price_collection modi veritatis";0;0;;;
attr_125;pim_catalog_boolean;attr_gr_10;0;"boolean et impedit";"boolean et temporibus";"boolean natus repellat";"boolean fuga sit";0;0;;;
attr_126;pim_catalog_simpleselect;attr_gr_13;0;"simpleselect perferendis animi";"simpleselect dignissimos reprehenderit";"simpleselect assumenda corrupti";"simpleselect atque quasi";0;0;;;
attr_127;pim_catalog_number;attr_gr_0;0;"number cum ut";"number fugit laborum";"number labore veritatis";"number dolorem aperiam";1;0;;;
attr_128;pim_catalog_text;attr_gr_12;0;"text consequatur temporibus";"text a perferendis";"text eos neque";"text esse minus";0;0;;;
attr_129;pim_catalog_multiselect;attr_gr_6;0;"multiselect quia voluptatem";"multiselect in quas";"multiselect amet aut";"multiselect earum dolor";0;0;;;
attr_130;pim_catalog_metric;attr_gr_6;0;"metric ipsa ut";"metric rerum temporibus";"metric aut quod";"metric officiis autem";0;0;;Length;METER
attr_131;pim_catalog_price_collection;attr_gr_19;0;"price_collection aut vel";"price_collection sint id";"price_collection itaque delectus";"price_collection excepturi itaque";0;0;;;
attr_132;pim_catalog_simpleselect;attr_gr_13;0;"simpleselect laudantium eum";"simpleselect distinctio odit";"simpleselect rem esse";"simpleselect aut vel";0;0;;;
attr_133;pim_catalog_number;attr_gr_10;0;"number doloremque eaque";"number eos sit";"number non labore";"number et ab";0;1;;;
attr_134;pim_catalog_textarea;attr_gr_0;0;"textarea et iure";"textarea praesentium tempora";"textarea ut hic";"textarea deleniti voluptates";0;0;;;
attr_135;pim_catalog_date;attr_gr_11;1;"date quas modi";"date voluptatem vel";"date omnis dignissimos";"date rem velit";0;0;;;
attr_136;pim_catalog_boolean;attr_gr_7;0;"boolean omnis voluptatem";"boolean blanditiis nostrum";"boolean delectus quia";"boolean laborum non";0;0;;;
attr_137;pim_catalog_file;attr_gr_4;0;"file qui aut";"file ipsa quia";"file quidem eius";"file laboriosam optio";0;0;pdf,png;;
attr_138;pim_catalog_text;attr_gr_18;0;"text natus unde";"text debitis velit";"text dolorum culpa";"text eveniet voluptas";0;0;;;
attr_139;pim_catalog_textarea;attr_gr_18;0;"textarea perferendis asperiores";"textarea iure itaque";"textarea non aspernatur";"textarea mollitia ad";0;0;;;
attr_140;pim_catalog_textarea;attr_gr_5;0;"textarea delectus vitae";"textarea corporis autem";"textarea ea praesentium";"textarea quisquam at";0;0;;;
attr_141;pim_catalog_date;attr_gr_15;0;"date aut voluptatum";"date dolores culpa";"date deserunt dolor";"date recusandae dolor";0;0;;;
attr_142;pim_catalog_text;attr_gr_0;0;"text nisi dolores";"text in et";"text nisi soluta";"text tempora autem";0;0;;;
attr_143;pim_catalog_metric;attr_gr_7;1;"metric consequatur rem";"metric itaque ratione";"metric est autem";"metric est earum";0;0;;Length;METER
attr_144;pim_catalog_image;attr_gr_11;0;"image et nostrum";"image velit qui";"image id accusantium";"image quia ut";0;0;pdf,jpg;;
attr_145;pim_catalog_textarea;attr_gr_7;0;"textarea autem maxime";"textarea est qui";"textarea enim aut";"textarea alias consequatur";0;0;;;
attr_146;pim_catalog_number;attr_gr_6;0;"number reprehenderit soluta";"number officia illum";"number voluptates et";"number dolorum deserunt";0;0;;;
attr_147;pim_catalog_file;attr_gr_9;1;"file deserunt cumque";"file vel ut";"file facere est";"file corporis expedita";0;0;png,pdf;;
attr_148;pim_catalog_number;attr_gr_17;0;"number porro dolorem";"number aliquam enim";"number unde expedita";"number est nesciunt";0;0;;;
attr_149;pim_catalog_textarea;attr_gr_19;0;"textarea ullam sunt";"textarea et eum";"textarea ipsa aut";"textarea sed fugit";0;0;;;
attr_150;pim_catalog_image;attr_gr_5;0;"image fugit unde";"image nihil accusantium";"image quis eos";"image et in";0;0;pdf,jpg;;
attr_151;pim_catalog_multiselect;attr_gr_1;0;"multiselect beatae soluta";"multiselect sed incidunt";"multiselect laudantium eos";"multiselect in consequuntur";0;0;;;
attr_152;pim_catalog_boolean;attr_gr_10;0;"boolean enim ipsum";"boolean voluptatibus nihil";"boolean dolores omnis";"boolean in ab";0;0;;;
attr_153;pim_catalog_date;attr_gr_4;0;"date qui dolor";"date est dicta";"date necessitatibus voluptatibus";"date aut repudiandae";0;0;;;
attr_154;pim_catalog_boolean;attr_gr_12;0;"boolean quam velit";"boolean ut est";"boolean occaecati quos";"boolean est provident";0;0;;;
attr_155;pim_catalog_image;attr_gr_11;0;"image amet veritatis";"image deserunt quidem";"image quas voluptates";"image dolorem nihil";0;0;png,jpg;;
attr_156;pim_catalog_number;attr_gr_0;1;"number aspernatur maxime";"number pariatur est";"number eius iste";"number ut quo";0;0;;;
attr_157;pim_catalog_multiselect;attr_gr_10;0;"multiselect iste ut";"multiselect et quo";"multiselect a quod";"multiselect nihil expedita";0;0;;;
attr_158;pim_catalog_metric;attr_gr_9;0;"metric nihil est";"metric nihil eum";"metric soluta accusamus";"metric vero aut";0;0;;Length;METER
attr_159;pim_catalog_simpleselect;attr_gr_15;0;"simpleselect qui at";"simpleselect sapiente in";"simpleselect voluptates natus";"simpleselect quam ab";0;0;;;
attr_160;pim_catalog_multiselect;attr_gr_13;0;"multiselect aut omnis";"multiselect fugiat excepturi";"multiselect voluptas suscipit";"multiselect recusandae ea";0;1;;;
attr_161;pim_catalog_image;attr_gr_0;0;"image ut eius";"image libero qui";"image beatae voluptatem";"image et autem";0;0;jpg,pdf;;
attr_162;pim_catalog_date;attr_gr_16;0;"date tenetur facere";"date sed occaecati";"date odio est";"date in ut";0;0;;;
attr_163;pim_catalog_number;attr_gr_14;0;"number enim consequatur";"number possimus tempora";"number nihil accusantium";"number sit impedit";0;0;;;
attr_164;pim_catalog_number;attr_gr_0;0;"number odio hic";"number vel quidem";"number vero odio";"number rerum earum";0;0;;;
attr_165;pim_catalog_date;attr_gr_2;0;"date ipsam culpa";"date ipsa ut";"date est eum";"date reiciendis maiores";0;0;;;
attr_166;pim_catalog_image;attr_gr_4;0;"image et quas";"image quod dolores";"image consequuntur voluptas";"image est consequatur";0;0;jpg,pdf;;
attr_167;pim_catalog_simpleselect;attr_gr_3;0;"simpleselect quam quia";"simpleselect aperiam distinctio";"simpleselect occaecati deserunt";"simpleselect facere rerum";0;0;;;
attr_168;pim_catalog_price_collection;attr_gr_9;0;"price_collection voluptas voluptas";"price_collection nulla tempora";"price_collection deleniti quis";"price_collection aut qui";0;0;;;
attr_169;pim_catalog_date;attr_gr_4;0;"date ea est";"date veniam esse";"date tenetur sed";"date ex ut";0;0;;;
attr_170;pim_catalog_image;attr_gr_19;0;"image pariatur et";"image rerum nihil";"image excepturi cum";"image omnis facere";0;0;jpg,png;;
attr_171;pim_catalog_number;attr_gr_17;1;"number similique iure";"number eum dolorum";"number quas aliquid";"number quo quae";0;0;;;
attr_172;pim_catalog_multiselect;attr_gr_8;0;"multiselect optio quia";"multiselect rem quisquam";"multiselect in totam";"multiselect natus illo";0;0;;;
attr_173;pim_catalog_metric;attr_gr_12;0;"metric voluptatum sint";"metric eos amet";"metric vel aut";"metric nostrum nobis";0;0;;Length;METER
attr_174;pim_catalog_image;attr_gr_8;0;"image tempora ducimus";"image aperiam beatae";"image aut minus";"image ipsum fugiat";0;0;jpg,pdf;;
attr_175;pim_catalog_multiselect;attr_gr_11;0;"multiselect consequatur impedit";"multiselect et quia";"multiselect ad porro";"multiselect doloribus consequuntur";0;0;;;
attr_176;pim_catalog_file;attr_gr_11;0;"file non voluptatem";"file autem fugiat";"file facilis et";"file et et";0;0;jpg,pdf;;
attr_177;pim_catalog_date;attr_gr_1;0;"date minus eaque";"date et possimus";"date consequuntur labore";"date sed optio";0;0;;;
attr_178;pim_catalog_multiselect;attr_gr_4;0;"multiselect at rem";"multiselect tenetur hic";"multiselect consequatur ratione";"multiselect molestiae deserunt";0;0;;;
attr_179;pim_catalog_number;attr_gr_11;0;"number et blanditiis";"number earum neque";"number numquam impedit";"number rerum numquam";0;0;;;
attr_180;pim_catalog_number;attr_gr_9;0;"number itaque voluptate";"number voluptas molestiae";"number minima nobis";"number commodi voluptas";0;0;;;
attr_181;pim_catalog_text;attr_gr_7;0;"text adipisci nemo";"text tenetur nobis";"text quo perferendis";"text id doloribus";0;0;;;
attr_182;pim_catalog_text;attr_gr_3;0;"text velit incidunt";"text commodi praesentium";"text provident debitis";"text sed velit";0;1;;;
attr_183;pim_catalog_metric;attr_gr_3;0;"metric nulla delectus";"metric et quia";"metric adipisci sequi";"metric id et";0;0;;Length;METER
attr_184;pim_catalog_date;attr_gr_5;0;"date autem voluptatibus";"date dolores voluptas";"date natus eos";"date ea assumenda";0;0;;;
attr_185;pim_catalog_image;attr_gr_9;0;"image nostrum neque";"image dolores ut";"image totam eum";"image qui animi";0;0;pdf,png;;
attr_186;pim_catalog_text;attr_gr_8;0;"text praesentium delectus";"text dolorem ratione";"text occaecati qui";"text recusandae minus";0;0;;;
