code;type;group;useable_as_grid_filter;label-fr_FR;label-en_US;label-de_DE;label-ru_RU;localizable;scopable;allowed_extensions;metric_family;default_metric_unit
attr_28;pim_catalog_date;attr_gr_0;0;"date est sunt";"date ipsa voluptate";"date ipsa eum";"date nesciunt et";0;0;;;
attr_29;pim_catalog_text;attr_gr_11;0;"text esse accusantium";"text earum deserunt";"text sed et";"text suscipit assumenda";0;0;;;
attr_30;pim_catalog_boolean;attr_gr_13;0;"boolean odio dolorem";"boolean in illo";"boolean velit voluptatum";"boolean aliquid officia";0;0;;;
attr_31;pim_catalog_multiselect;attr_gr_7;0;"multiselect placeat dolor";"multiselect vero dolor";"multiselect occaecati nisi";"multiselect et magni";0;0;;;
attr_32;pim_catalog_date;attr_gr_16;0;"date ut commodi";"date rerum ex";"date qui dolor";"date est dolorem";0;0;;;
attr_33;pim_catalog_image;attr_gr_6;0;"image illum fugiat";"image enim blanditiis";"image tempore placeat";"image veniam molestiae";0;0;jpg,pdf;;
attr_34;pim_catalog_multiselect;attr_gr_11;0;"multiselect et nihil";"multiselect perferendis porro";"multiselect voluptatem voluptas";"multiselect quasi molestiae";0;0;;;
attr_35;pim_catalog_boolean;attr_gr_9;0;"boolean dolore adipisci";"boolean odit minima";"boolean omnis quas";"boolean et omnis";0;0;;;
attr_36;pim_catalog_boolean;attr_gr_19;0;"boolean deserunt ratione";"boolean illum aspernatur";"boolean atque ut";"boolean quaerat qui";0;0;;;
attr_37;pim_catalog_simpleselect;attr_gr_11;0;"simpleselect rerum quos";"simpleselect fugit corrupti";"simpleselect molestiae aut";"simpleselect maxime ea";0;0;;;
attr_38;pim_catalog_file;attr_gr_0;0;"file nulla ad";"file similique ut";"file mollitia sed";"file optio dolores";0;0;png,jpg;;
attr_39;pim_catalog_metric;attr_gr_14;0;"metric libero minima";"metric praesentium et";"metric corrupti ut";"metric voluptatibus quidem";0;0;;Length;METER
attr_40;pim_catalog_file;attr_gr_2;0;"file consequatur nostrum";"file sunt quo";"file voluptatum et";"file corrupti tempora";0;0;jpg,pdf;;
attr_41;pim_catalog_metric;attr_gr_5;0;"metric aspernatur et";"metric mollitia ea";"metric quo quasi";"metric error quia";0;0;;Length;METER
attr_42;pim_catalog_date;attr_gr_3;0;"date ut qui";"date quas facilis";"date dolorem excepturi";"date architecto molestiae";0;0;;;
attr_43;pim_catalog_price_collection;attr_gr_8;0;"price_collection quis quo";"price_collection et ipsa";"price_collection occaecati sit";"price_collection quae velit";0;0;;;
attr_44;pim_catalog_multiselect;attr_gr_2;0;"multiselect qui quia";"multiselect enim qui";"multiselect facere saepe";"multiselect officiis molestiae";0;0;;;
attr_45;pim_catalog_date;attr_gr_18;0;"date est esse";"date aut eum";"date architecto voluptas";"date et sequi";0;0;;;
attr_46;pim_catalog_image;attr_gr_10;0;"image eaque cupiditate";"image ducimus perspiciatis";"image maxime hic";"image eos consequuntur";0;0;jpg,png;;
attr_47;pim_catalog_date;attr_gr_17;0;"date quaerat necessitatibus";"date fugit neque";"date et nemo";"date qui sequi";0;0;;;
attr_48;pim_catalog_textarea;attr_gr_8;0;"textarea et praesentium";"textarea doloribus cupiditate";"textarea corporis id";"textarea architecto aut";0;0;;;
attr_49;pim_catalog_multiselect;attr_gr_5;0;"multiselect iusto asperiores";"multiselect quasi labore";"multiselect id adipisci";"multiselect quod beatae";0;0;;;
attr_50;pim_catalog_boolean;attr_gr_9;0;"boolean voluptatem quas";"boolean vel quia";"boolean maiores velit";"boolean at officia";0;0;;;
attr_51;pim_catalog_image;attr_gr_14;0;"image porro aut";"image est ea";"image sequi voluptatem";"image omnis quidem";0;0;png,jpg;;
attr_52;pim_catalog_simpleselect;attr_gr_12;0;"simpleselect eos vel";"simpleselect eum cum";"simpleselect modi vel";"simpleselect porro animi";0;0;;;
attr_53;pim_catalog_number;attr_gr_6;0;"number at delectus";"number qui odit";"number eum omnis";"number voluptatum ea";0;0;;;
attr_54;pim_catalog_simpleselect;attr_gr_10;0;"simpleselect voluptates modi";"simpleselect quas ut";"simpleselect voluptate eum";"simpleselect sint et";0;0;;;
attr_55;pim_catalog_textarea;attr_gr_1;0;"textarea ullam voluptatem";"textarea velit nisi";"textarea tenetur unde";"textarea a omnis";0;0;;;
attr_56;pim_catalog_simpleselect;attr_gr_9;0;"simpleselect recusandae facere";"simpleselect eaque beatae";"simpleselect consequatur vel";"simpleselect porro aperiam";0;0;;;
attr_57;pim_catalog_simpleselect;attr_gr_17;0;"simpleselect qui laudantium";"simpleselect quis officia";"simpleselect corporis voluptatem";"simpleselect et impedit";0;0;;;
attr_58;pim_catalog_text;attr_gr_6;0;"text quae suscipit";"text et sequi";"text rerum laudantium";"text repellat debitis";0;0;;;
attr_59;pim_catalog_textarea;attr_gr_17;0;"textarea modi laudantium";"textarea unde sint";"textarea qui officiis";"textarea vel et";0;0;;;
attr_60;pim_catalog_price_collection;attr_gr_19;0;"price_collection et eligendi";"price_collection et nemo";"price_collection est sapiente";"price_collection tempore labore";0;0;;;
attr_61;pim_catalog_text;attr_gr_3;1;"text dolores quis";"text ut occaecati";"text animi a";"text aperiam quia";0;0;;;
attr_62;pim_catalog_file;attr_gr_11;0;"file quia quas";"file blanditiis architecto";"file et illo";"file provident voluptatem";0;0;pdf,png;;
attr_63;pim_catalog_multiselect;attr_gr_8;1;"multiselect id dolor";"multiselect vitae vel";"multiselect porro iusto";"multiselect voluptatibus porro";0;0;;;
attr_64;pim_catalog_date;attr_gr_0;0;"date non quis";"date voluptatem nesciunt";"date suscipit deserunt";"date dolores non";0;0;;;
attr_65;pim_catalog_simpleselect;attr_gr_8;0;"simpleselect dolor omnis";"simpleselect aspernatur est";"simpleselect et aliquam";"simpleselect debitis accusamus";0;0;;;
attr_66;pim_catalog_text;attr_gr_9;0;"text vel quae";"text sunt dolor";"text reprehenderit neque";"text quo sint";0;0;;;
attr_67;pim_catalog_metric;attr_gr_5;0;"metric nobis ullam";"metric quis veritatis";"metric repellendus repudiandae";"metric mollitia repudiandae";0;0;;Length;METER
attr_68;pim_catalog_multiselect;attr_gr_16;0;"multiselect earum quis";"multiselect qui fugit";"multiselect dignissimos deserunt";"multiselect enim sapiente";0;0;;;
attr_69;pim_catalog_image;attr_gr_17;0;"image non fugiat";"image qui beatae";"image voluptatem sit";"image maiores et";0;0;pdf,jpg;;
attr_70;pim_catalog_number;attr_gr_11;0;"number vel debitis";"number natus aliquid";"number expedita qui";"number minus voluptates";0;0;;;
attr_71;pim_catalog_textarea;attr_gr_15;0;"textarea quae voluptatem";"textarea consequatur odit";"textarea culpa qui";"textarea libero enim";0;0;;;
attr_72;pim_catalog_price_collection;attr_gr_0;1;"price_collection iure dolores";"price_collection ut sapiente";"price_collection et excepturi";"price_collection voluptatem quisquam";0;0;;;
attr_73;pim_catalog_number;attr_gr_6;0;"number nisi pariatur";"number est in";"number consequuntur voluptas";"number architecto quia";0;0;;;
attr_74;pim_catalog_file;attr_gr_6;1;"file non unde";"file laudantium minima";"file sit voluptatem";"file aut consectetur";0;0;jpg,pdf;;
attr_75;pim_catalog_number;attr_gr_10;0;"number sit reiciendis";"number eos voluptas";"number harum voluptates";"number minus minima";0;0;;;
attr_76;pim_catalog_multiselect;attr_gr_14;0;"multiselect nostrum omnis";"multiselect a inventore";"multiselect nostrum consequatur";"multiselect laudantium expedita";0;0;;;
attr_77;pim_catalog_number;attr_gr_4;0;"number qui molestiae";"number quidem placeat";"number impedit est";"number accusantium iusto";0;0;;;
attr_78;pim_catalog_number;attr_gr_7;0;"number magnam possimus";"number consequatur illum";"number consequuntur eligendi";"number est et";0;0;;;
attr_79;pim_catalog_boolean;attr_gr_4;0;"boolean illum sunt";"boolean sunt tenetur";"boolean assumenda ab";"boolean optio quidem";0;0;;;
attr_80;pim_catalog_image;attr_gr_5;0;"image quis dolor";"image quaerat voluptate";"image et iste";"image sit eum";0;0;pdf,jpg;;
attr_81;pim_catalog_simpleselect;attr_gr_13;0;"simpleselect quaerat enim";"simpleselect nesciunt voluptatem";"simpleselect est qui";"simpleselect quo ex";0;0;;;
attr_82;pim_catalog_price_collection;attr_gr_9;0;"price_collection accusamus porro";"price_collection sit modi";"price_collection fuga optio";"price_collection rerum temporibus";0;0;;;
attr_83;pim_catalog_metric;attr_gr_5;1;"metric asperiores quae";"metric est sapiente";"metric officiis laborum";"metric sed dolor";0;0;;Length;METER
attr_84;pim_catalog_boolean;attr_gr_9;0;"boolean veritatis commodi";"boolean natus velit";"boolean officiis officiis";"boolean tenetur nulla";0;1;;;
attr_85;pim_catalog_multiselect;attr_gr_15;0;"multiselect dicta minima";"multiselect rerum ex";"multiselect nihil iste";"multiselect sed non";0;0;;;
attr_86;pim_catalog_textarea;attr_gr_0;0;"textarea consequuntur quaerat";"textarea molestiae voluptatem";"textarea laboriosam corporis";"textarea quidem mollitia";0;0;;;
attr_87;pim_catalog_simpleselect;attr_gr_14;0;"simpleselect quis vitae";"simpleselect pariatur sit";"simpleselect et error";"simpleselect non odit";0;0;;;
attr_88;pim_catalog_image;attr_gr_9;0;"image voluptatum maiores";"image quo voluptatem";"image incidunt similique";"image facere aut";0;0;png,jpg;;
attr_89;pim_catalog_text;attr_gr_17;0;"text neque aut";"text inventore est";"text non non";"text aut dolorum";0;0;;;
attr_90;pim_catalog_textarea;attr_gr_1;0;"textarea eum dicta";"textarea recusandae assumenda";"textarea cumque maxime";"textarea fugit et";0;0;;;
attr_91;pim_catalog_multiselect;attr_gr_2;0;"multiselect fugit optio";"multiselect id officia";"multiselect aut in";"multiselect aut enim";0;0;;;
attr_92;pim_catalog_price_collection;attr_gr_13;0;"price_collection optio commodi";"price_collection asperiores cumque";"price_collection sed mollitia";"price_collection natus omnis";0;0;;;
attr_93;pim_catalog_simpleselect;attr_gr_11;0;"simpleselect commodi dolore";"simpleselect voluptate placeat";"simpleselect expedita ut";"simpleselect adipisci modi";0;0;;;
attr_94;pim_catalog_price_collection;attr_gr_15;0;"price_collection deleniti qui";"price_collection at officia";"price_collection sed harum";"price_collection voluptatem praesentium";0;0;;;
attr_95;pim_catalog_simpleselect;attr_gr_1;0;"simpleselect amet non";"simpleselect nesciunt et";"simpleselect consequatur rerum";"simpleselect rem consequuntur";0;0;;;
attr_96;pim_catalog_boolean;attr_gr_12;0;"boolean suscipit a";"boolean totam molestiae";"boolean laborum impedit";"boolean repellat dolore";0;0;;;
attr_97;pim_catalog_simpleselect;attr_gr_13;0;"simpleselect non dignissimos";"simpleselect qui veritatis";"simpleselect ipsum deleniti";"simpleselect aperiam maxime";0;0;;;
attr_98;pim_catalog_price_collection;attr_gr_2;0;"price_collection porro doloribus";"price_collection soluta sit";"price_collection deleniti a";"price_collection ipsa nesciunt";0;0;;;
attr_99;pim_catalog_text;attr_gr_11;0;"text ipsam saepe";"text qui non";"text voluptas eum";"text animi fugiat";0;0;;;
attr_100;pim_catalog_number;attr_gr_16;0;"number repellat sed";"number reiciendis voluptatibus";"number sit unde";"number nemo maxime";0;0;;;
attr_101;pim_catalog_file;attr_gr_9;0;"file similique dolorum";"file sit rem";"file dolorem iure";"file tempore a";0;0;jpg,pdf;;
attr_102;pim_catalog_file;attr_gr_8;0;"file omnis magni";"file animi sed";"file sequi asperiores";"file consectetur vero";0;0;png,pdf;;
attr_103;pim_catalog_date;attr_gr_8;0;"date omnis ut";"date voluptates qui";"date natus ex";"date aspernatur laborum";0;0;;;
attr_104;pim_catalog_price_collection;attr_gr_0;0;"price_collection natus sed";"price_collection dolores veniam";"price_collection et illo";"price_collection aut et";0;0;;;
attr_105;pim_catalog_number;attr_gr_18;0;"number ullam aut";"number alias in";"number ipsam ipsum";"number error corrupti";0;0;;;
attr_106;pim_catalog_date;attr_gr_18;1;"date aliquam est";"date dolore eum";"date aperiam consequatur";"date impedit delectus";0;0;;;
attr_107;pim_catalog_price_collection;attr_gr_6;0;"price_collection quia ducimus";"price_collection nobis eum";"price_collection atque doloremque";"price_collection ducimus unde";0;0;;;
attr_108;pim_catalog_date;attr_gr_10;0;"date occaecati est";"date sequi illum";"date nisi aut";"date repudiandae ea";0;0;;;
attr_109;pim_catalog_file;attr_gr_7;0;"file reiciendis aut";"file voluptas officia";"file et nulla";"file natus exercitationem";0;0;jpg,pdf;;
attr_110;pim_catalog_file;attr_gr_12;0;"file voluptatem et";"file enim alias";"file ab dicta";"file ad qui";0;0;jpg,png;;
attr_111;pim_catalog_boolean;attr_gr_8;0;"boolean ducimus totam";"boolean neque rerum";"boolean porro quisquam";"boolean enim consequatur";0;0;;;
attr_112;pim_catalog_file;attr_gr_14;0;"file rerum nobis";"file porro aut";"file sequi voluptatum";"file voluptatem laborum";0;0;png,jpg;;
attr_113;pim_catalog_number;attr_gr_8;0;"number aliquid qui";"number perferendis et";"number ea magni";"number facilis sit";0;0;;;
attr_114;pim_catalog_boolean;attr_gr_13;0;"boolean nulla facilis";"boolean corrupti consequatur";"boolean dolorum perspiciatis";"boolean excepturi ducimus";0;0;;;
attr_115;pim_catalog_date;attr_gr_10;0;"date minima tenetur";"date perferendis autem";"date exercitationem voluptatem";"date qui blanditiis";0;0;;;
attr_116;pim_catalog_multiselect;attr_gr_16;0;"multiselect atque quos";"multiselect provident velit";"multiselect dolorem distinctio";"multiselect illum ut";0;0;;;
attr_117;pim_catalog_price_collection;attr_gr_12;0;"price_collection ab commodi";"price_collection aut velit";"price_collection et harum";"price_collection sequi ut";0;0;;;
attr_118;pim_catalog_number;attr_gr_16;1;"number at distinctio";"number et quo";"number quia nemo";"number laboriosam sunt";0;0;;;
attr_119;pim_catalog_image;attr_gr_8;0;"image corrupti sequi";"image nulla quas";"image non doloribus";"image nihil quidem";1;0;jpg,pdf;;
attr_120;pim_catalog_metric;attr_gr_12;0;"metric laudantium saepe";"metric fugiat qui";"metric voluptatem quia";"metric voluptates explicabo";0;0;;Length;METER
attr_121;pim_catalog_textarea;attr_gr_18;0;"textarea quaerat sint";"textarea libero tempore";"textarea modi nihil";"textarea nam iusto";0;0;;;
attr_122;pim_catalog_image;attr_gr_5;0;"image veritatis sint";"image et impedit";"image et temporibus";"image natus repellat";0;0;png,pdf;;
attr_123;pim_catalog_price_collection;attr_gr_10;0;"price_collection sit rerum";"price_collection perferendis animi";"price_collection dignissimos reprehenderit";"price_collection assumenda corrupti";0;0;;;
attr_124;pim_catalog_boolean;attr_gr_10;0;"boolean quasi sed";"boolean cum ut";"boolean fugit laborum";"boolean labore veritatis";0;0;;;
attr_125;pim_catalog_simpleselect;attr_gr_13;0;"simpleselect aperiam nostrum";"simpleselect consequatur temporibus";"simpleselect a perferendis";"simpleselect eos neque";0;0;;;
attr_126;pim_catalog_boolean;attr_gr_0;0;"boolean minus quod";"boolean quia voluptatem";"boolean in quas";"boolean amet aut";1;0;;;
attr_127;pim_catalog_textarea;attr_gr_12;0;"textarea dolor laboriosam";"textarea ipsa ut";"textarea rerum temporibus";"textarea aut quod";0;0;;;
attr_128;pim_catalog_multiselect;attr_gr_6;0;"multiselect autem ea";"multiselect aut vel";"multiselect sint id";"multiselect itaque delectus";0;0;;;
attr_129;pim_catalog_metric;attr_gr_6;0;"metric itaque reiciendis";"metric laudantium eum";"metric distinctio odit";"metric rem esse";0;0;;Length;METER
attr_130;pim_catalog_price_collection;attr_gr_19;0;"price_collection vel nam";"price_collection doloremque eaque";"price_collection eos sit";"price_collection non labore";0;0;;;
attr_131;pim_catalog_simpleselect;attr_gr_13;0;"simpleselect ab occaecati";"simpleselect et iure";"simpleselect praesentium tempora";"simpleselect ut hic";0;0;;;
attr_132;pim_catalog_boolean;attr_gr_10;0;"boolean voluptates porro";"boolean quas modi";"boolean voluptatem vel";"boolean omnis dignissimos";0;1;;;
attr_133;pim_catalog_textarea;attr_gr_0;0;"textarea velit alias";"textarea omnis voluptatem";"textarea blanditiis nostrum";"textarea delectus quia";0;0;;;
attr_134;pim_catalog_file;attr_gr_11;0;"file non et";"file qui aut";"file ipsa quia";"file quidem eius";0;0;jpg,pdf;;
attr_135;pim_catalog_date;attr_gr_6;0;"date optio placeat";"date natus unde";"date debitis velit";"date dolorum culpa";0;0;;;
attr_136;pim_catalog_image;attr_gr_11;0;"image voluptas nisi";"image perferendis asperiores";"image iure itaque";"image non aspernatur";0;0;pdf,jpg;;
attr_137;pim_catalog_price_collection;attr_gr_11;0;"price_collection ad et";"price_collection delectus vitae";"price_collection corporis autem";"price_collection ea praesentium";0;0;;;
attr_138;pim_catalog_image;attr_gr_14;0;"image at optio";"image aut voluptatum";"image dolores culpa";"image deserunt dolor";0;0;png,pdf;;
attr_139;pim_catalog_file;attr_gr_15;0;"file dolor illo";"file nisi dolores";"file in et";"file nisi soluta";0;0;png,jpg;;
attr_140;pim_catalog_simpleselect;attr_gr_8;0;"simpleselect autem quos";"simpleselect consequatur rem";"simpleselect itaque ratione";"simpleselect est autem";0;0;;;
attr_141;pim_catalog_textarea;attr_gr_6;0;"textarea earum doloremque";"textarea et nostrum";"textarea velit qui";"textarea id accusantium";0;0;;;
attr_142;pim_catalog_text;attr_gr_3;1;"text ut eius";"text autem maxime";"text est qui";"text enim aut";0;0;;;
attr_143;pim_catalog_price_collection;attr_gr_9;0;"price_collection consequatur aut";"price_collection reprehenderit soluta";"price_collection officia illum";"price_collection voluptates et";0;0;;;
attr_144;pim_catalog_simpleselect;attr_gr_8;0;"simpleselect deserunt et";"simpleselect deserunt cumque";"simpleselect vel ut";"simpleselect facere est";0;0;;;
attr_145;pim_catalog_boolean;attr_gr_13;0;"boolean expedita alias";"boolean porro dolorem";"boolean aliquam enim";"boolean unde expedita";0;0;;;
attr_146;pim_catalog_boolean;attr_gr_17;0;"boolean nesciunt facilis";"boolean ullam sunt";"boolean et eum";"boolean ipsa aut";0;0;;;
attr_147;pim_catalog_textarea;attr_gr_19;0;"textarea fugit illo";"textarea fugit unde";"textarea nihil accusantium";"textarea quis eos";0;0;;;
attr_148;pim_catalog_image;attr_gr_5;0;"image in delectus";"image beatae soluta";"image sed incidunt";"image laudantium eos";0;0;pdf,jpg;;
attr_149;pim_catalog_multiselect;attr_gr_1;0;"multiselect consequuntur quidem";"multiselect enim ipsum";"multiselect voluptatibus nihil";"multiselect dolores omnis";0;0;;;
attr_150;pim_catalog_boolean;attr_gr_10;0;"boolean ab eius";"boolean qui dolor";"boolean est dicta";"boolean necessitatibus voluptatibus";0;0;;;
attr_151;pim_catalog_file;attr_gr_4;0;"file repudiandae quia";"file quam velit";"file ut est";"file occaecati quos";0;0;jpg,png;;
attr_152;pim_catalog_date;attr_gr_14;0;"date provident fugiat";"date amet veritatis";"date deserunt quidem";"date quas voluptates";0;0;;;
attr_153;pim_catalog_textarea;attr_gr_2;0;"textarea nihil natus";"textarea aspernatur maxime";"textarea pariatur est";"textarea eius iste";0;0;;;
attr_154;pim_catalog_boolean;attr_gr_0;0;"boolean quo ipsa";"boolean iste ut";"boolean et quo";"boolean a quod";0;0;;;
attr_155;pim_catalog_multiselect;attr_gr_10;0;"multiselect expedita nobis";"multiselect nihil est";"multiselect nihil eum";"multiselect soluta accusamus";0;0;;;
attr_156;pim_catalog_metric;attr_gr_9;0;"metric aut a";"metric qui at";"metric sapiente in";"metric voluptates natus";0;0;;Length;METER
attr_157;pim_catalog_price_collection;attr_gr_15;0;"price_collection ab repellendus";"price_collection aut omnis";"price_collection fugiat excepturi";"price_collection voluptas suscipit";0;0;;;
attr_158;pim_catalog_simpleselect;attr_gr_13;0;"simpleselect ea maiores";"simpleselect ut eius";"simpleselect libero qui";"simpleselect beatae voluptatem";0;1;;;
attr_159;pim_catalog_metric;attr_gr_0;0;"metric autem necessitatibus";"metric tenetur facere";"metric sed occaecati";"metric odio est";0;0;;Length;METER
attr_160;pim_catalog_number;attr_gr_18;1;"number ut consectetur";"number enim consequatur";"number possimus tempora";"number nihil accusantium";0;0;;;
attr_161;pim_catalog_text;attr_gr_15;0;"text impedit et";"text odio hic";"text vel quidem";"text vero odio";0;0;;;
attr_162;pim_catalog_image;attr_gr_3;0;"image earum rerum";"image ipsam culpa";"image ipsa ut";"image est eum";0;0;png,jpg;;
attr_163;pim_catalog_text;attr_gr_14;0;"text maiores voluptas";"text et quas";"text quod dolores";"text consequuntur voluptas";0;0;;;
attr_164;pim_catalog_textarea;attr_gr_15;0;"textarea consequatur eum";"textarea quam quia";"textarea aperiam distinctio";"textarea occaecati deserunt";0;0;;;
attr_165;pim_catalog_file;attr_gr_13;0;"file rerum dignissimos";"file voluptas voluptas";"file nulla tempora";"file deleniti quis";0;0;png,pdf;;
attr_166;pim_catalog_simpleselect;attr_gr_19;0;"simpleselect qui aliquam";"simpleselect ea est";"simpleselect veniam esse";"simpleselect tenetur sed";0;0;;;
attr_167;pim_catalog_file;attr_gr_4;0;"file ut provident";"file pariatur et";"file rerum nihil";"file excepturi cum";0;0;pdf,jpg;;
attr_168;pim_catalog_metric;attr_gr_17;0;"metric facere eum";"metric similique iure";"metric eum dolorum";"metric quas aliquid";0;0;;Length;METER
attr_169;pim_catalog_number;attr_gr_17;0;"number quae voluptatem";"number optio quia";"number rem quisquam";"number in totam";0;0;;;
attr_170;pim_catalog_simpleselect;attr_gr_8;0;"simpleselect illo qui";"simpleselect voluptatum sint";"simpleselect eos amet";"simpleselect vel aut";0;0;;;
attr_171;pim_catalog_file;attr_gr_0;0;"file nobis omnis";"file tempora ducimus";"file aperiam beatae";"file aut minus";0;0;jpg,pdf;;
attr_172;pim_catalog_image;attr_gr_15;0;"image fugiat libero";"image consequatur impedit";"image et quia";"image ad porro";0;0;jpg,png;;
attr_173;pim_catalog_image;attr_gr_0;0;"image consequuntur tenetur";"image non voluptatem";"image autem fugiat";"image facilis et";0;0;pdf,jpg;;
attr_174;pim_catalog_boolean;attr_gr_13;0;"boolean et quo";"boolean minus eaque";"boolean et possimus";"boolean consequuntur labore";0;0;;;
attr_175;pim_catalog_number;attr_gr_12;0;"number optio magnam";"number at rem";"number tenetur hic";"number consequatur ratione";0;0;;;
attr_176;pim_catalog_multiselect;attr_gr_13;0;"multiselect deserunt vel";"multiselect et blanditiis";"multiselect earum neque";"multiselect numquam impedit";0;0;;;
attr_177;pim_catalog_text;attr_gr_10;0;"text numquam et";"text itaque voluptate";"text voluptas molestiae";"text minima nobis";0;0;;;
attr_178;pim_catalog_metric;attr_gr_9;0;"metric voluptas et";"metric adipisci nemo";"metric tenetur nobis";"metric quo perferendis";0;0;;Length;METER
attr_179;pim_catalog_file;attr_gr_5;0;"file doloribus esse";"file velit incidunt";"file commodi praesentium";"file provident debitis";0;0;png,jpg;;
attr_180;pim_catalog_textarea;attr_gr_14;0;"textarea velit aut";"textarea nulla delectus";"textarea et quia";"textarea adipisci sequi";0;0;;;
attr_181;pim_catalog_simpleselect;attr_gr_7;0;"simpleselect et facere";"simpleselect autem voluptatibus";"simpleselect dolores voluptas";"simpleselect natus eos";0;0;;;
attr_182;pim_catalog_boolean;attr_gr_15;0;"boolean assumenda culpa";"boolean nostrum neque";"boolean dolores ut";"boolean totam eum";0;0;;;
attr_183;pim_catalog_text;attr_gr_2;0;"text animi distinctio";"text praesentium delectus";"text dolorem ratione";"text occaecati qui";0;0;;;
