code;label-en_US;attribute_as_label;attributes;requirements-ecommerce;requirements-print
fam_10;"Sint non.";name;sku,name,attr_47,attr_75,attr_25,attr_67,attr_36,attr_70,attr_27,attr_39,attr_54,attr_3,attr_73,attr_71,attr_48,attr_22,attr_65,attr_57,attr_51,attr_6,attr_94,attr_66,attr_2,attr_83,attr_34,attr_23,attr_8,attr_77,attr_90,attr_97,attr_9,attr_7,attr_92,attr_31,attr_91,attr_55,attr_98,attr_40,attr_80,attr_53,attr_96,attr_62,attr_89,attr_76,attr_1,attr_61,attr_88,attr_74,attr_26,attr_16,attr_20;sku,sku,attr_36,attr_66,attr_70;sku,attr_62,attr_96,name,attr_23
fam_11;"Magni nam aut.";name;sku,name,attr_12,attr_90,attr_70,attr_62,attr_55,attr_3,attr_22,attr_31,attr_92,attr_49,attr_58,attr_34,attr_30,attr_65,attr_0,attr_47,attr_28,attr_96,attr_87,attr_81,attr_26,attr_35,attr_24,attr_11,attr_14,attr_2,attr_44,attr_6,attr_21,attr_16,attr_18,attr_91,attr_45,attr_51,attr_48,attr_84,attr_73,attr_32,attr_63,attr_93,attr_77,attr_40,attr_56,attr_60,attr_10,attr_97,attr_83,attr_67,attr_76;sku,attr_65,sku,attr_3,attr_10;sku,attr_60,attr_49,attr_56,attr_83
fam_12;"Officiis rerum sed.";name;sku,name,attr_71,attr_9,attr_80,attr_14,attr_3,attr_87,attr_70,attr_90,attr_66,attr_16,attr_82,attr_5,attr_15,attr_27,attr_18,attr_62,attr_19,attr_88,attr_63,attr_7,attr_20,attr_96,attr_39,attr_49,attr_64,attr_75,attr_52,attr_13,attr_1,attr_69,attr_47,attr_65,attr_32,attr_97,attr_91,attr_28,attr_81,attr_53,attr_29,attr_46,attr_79,attr_12,attr_94,attr_10,attr_86,attr_68,attr_38,attr_95,attr_72;sku,attr_79,attr_64,attr_27,attr_86;sku,attr_64,attr_13,attr_7,sku
fam_13;"Quia accusamus.";name;sku,name,attr_40,attr_25,attr_81,attr_8,attr_38,attr_41,attr_92,attr_74,attr_18,attr_20,attr_31,attr_85,attr_5,attr_76,attr_32,attr_75,attr_33,attr_22,attr_88,attr_70,attr_89,attr_44,attr_3,attr_64,attr_67,attr_80,attr_43,attr_7,attr_12,attr_94,attr_93,attr_21,attr_98,attr_9,attr_39,attr_16,attr_27,attr_2,attr_47,attr_48,attr_60,attr_83,attr_23,attr_97,attr_53,attr_84,attr_96,attr_71,attr_10;sku,name,attr_23,attr_81,attr_83;sku,attr_25,attr_43,attr_88,attr_22
fam_14;"Quod cupiditate.";name;sku,name,attr_81,attr_25,attr_34,attr_60,attr_53,attr_43,attr_4,attr_3,attr_62,attr_49,attr_96,attr_89,attr_35,attr_19,attr_58,attr_95,attr_14,attr_88,attr_82,attr_74,attr_48,attr_80,attr_29,attr_26,attr_30,attr_83,attr_54,attr_20,attr_18,attr_92,attr_57,attr_59,attr_72,attr_85,attr_67,attr_27,attr_10,attr_32,attr_41,attr_9,attr_69,attr_6,attr_76,attr_2,attr_94,attr_63,attr_31,attr_0,attr_12;sku,attr_81,attr_57,sku,attr_96;sku,attr_57,attr_60,attr_0,attr_94
fam_15;"Vel voluptatum molestiae.";name;sku,name,attr_80,attr_71,attr_4,attr_72,attr_32,attr_88,attr_17,attr_57,attr_94,attr_51,attr_76,attr_79,attr_42,attr_61,attr_84,attr_52,attr_27,attr_60,attr_45,attr_44,attr_83,attr_21,attr_30,attr_68,attr_10,attr_8,attr_19,attr_16,attr_63,attr_73,attr_1,attr_54,attr_89,attr_35,attr_37,attr_40,attr_74,attr_33,attr_82,attr_6,attr_22,attr_7,attr_12,attr_47,attr_98,attr_5,attr_65,attr_14,attr_39;sku,attr_14,attr_79,attr_52,attr_71;sku,attr_12,attr_6,attr_88,attr_42
fam_16;"Quaerat quod.";name;sku,name,attr_79,attr_38,attr_66,attr_25,attr_45,attr_92,attr_7,attr_80,attr_70,attr_21,attr_0,attr_50,attr_57,attr_16,attr_24,attr_47,attr_84,attr_22,attr_59,attr_83,attr_55,attr_72,attr_2,attr_26,attr_40,attr_12,attr_58,attr_77,attr_37,attr_73,attr_46,attr_51,attr_3,attr_36,attr_98,attr_91,attr_87,attr_23,attr_94,attr_65,attr_76,attr_41,attr_44,attr_1,attr_30,attr_62,attr_99,attr_71,attr_78;sku,attr_45,attr_91,attr_12,attr_44;sku,attr_72,attr_22,attr_51,attr_76
fam_17;"Et quibusdam harum.";name;sku,name,attr_95,attr_5,attr_31,attr_25,attr_43,attr_49,attr_34,attr_96,attr_72,attr_16,attr_62,attr_79,attr_59,attr_10,attr_60,attr_27,attr_85,attr_82,attr_26,attr_40,attr_23,attr_87,attr_35,attr_13,attr_51,attr_89,attr_12,attr_29,attr_77,attr_24,attr_22,attr_76,attr_39,attr_74,attr_1,attr_81,attr_56,attr_2,attr_99,attr_68,attr_11,attr_71,attr_58,attr_15,attr_6,attr_54,attr_64,attr_44,attr_17;sku,attr_49,attr_31,attr_54,attr_11;sku,sku,attr_99,attr_64,attr_10
fam_18;"Voluptates voluptatem inventore.";name;sku,name,attr_66,attr_33,attr_77,attr_90,attr_61,attr_0,attr_94,attr_57,attr_51,attr_60,attr_76,attr_2,attr_55,attr_86,attr_79,attr_88,attr_29,attr_82,attr_15,attr_1,attr_25,attr_40,attr_30,attr_73,attr_46,attr_27,attr_21,attr_56,attr_65,attr_54,attr_63,attr_81,attr_58,attr_74,attr_52,attr_71,attr_8,attr_70,attr_18,attr_39,attr_96,attr_26,attr_16,attr_59,attr_11,attr_97,attr_7,attr_34,attr_64;sku,attr_74,attr_94,attr_58,attr_39;sku,attr_11,attr_21,attr_65,attr_27
fam_19;"Dignissimos quod.";name;sku,name,attr_4,attr_99,attr_17,attr_96,attr_76,attr_98,attr_33,attr_73,attr_38,attr_42,attr_8,attr_84,attr_32,attr_58,attr_87,attr_63,attr_94,attr_82,attr_74,attr_66,attr_77,attr_16,attr_12,attr_85,attr_47,attr_89,attr_31,attr_65,attr_5,attr_93,attr_91,attr_35,attr_44,attr_67,attr_72,attr_18,attr_92,attr_69,attr_71,attr_49,attr_64,attr_54,attr_53,attr_37,attr_80,attr_19,attr_86,attr_52,attr_90;sku,attr_98,attr_52,attr_47,attr_35;sku,attr_69,attr_99,attr_31,attr_42
fam_20;"Unde amet dolore.";name;sku,name,attr_31,attr_58,attr_49,attr_78,attr_33,attr_41,attr_38,attr_42,attr_90,attr_75,attr_56,attr_18,attr_27,attr_72,attr_71,attr_21,attr_67,attr_62,attr_52,attr_77,attr_8,attr_1,attr_48,attr_51,attr_86,attr_43,attr_88,attr_35,attr_74,attr_23,attr_60,attr_24,attr_45,attr_69,attr_82,attr_81,attr_34,attr_15,attr_37,attr_97,attr_66,attr_85,attr_4,attr_57,attr_12,attr_30,attr_50,attr_54,attr_17;sku,attr_50,attr_81,attr_78,attr_66;sku,attr_34,attr_42,attr_23,attr_67
fam_21;"Cumque consequatur aut.";name;sku,name,attr_98,attr_36,attr_65,attr_82,attr_30,attr_54,attr_20,attr_76,attr_70,attr_67,attr_79,attr_85,attr_41,attr_34,attr_2,attr_63,attr_23,attr_53,attr_74,attr_48,attr_26,attr_24,attr_22,attr_31,attr_90,attr_47,attr_58,attr_97,attr_61,attr_3,attr_45,attr_28,attr_84,attr_55,attr_81,attr_50,attr_88,attr_14,attr_51,attr_75,attr_4,attr_32,attr_62,attr_71,attr_39,attr_60,attr_96,attr_93,attr_5;sku,attr_79,attr_75,attr_71,attr_39;sku,attr_76,attr_63,attr_93,attr_14
fam_22;"Qui neque.";name;sku,name,attr_40,attr_62,attr_7,attr_9,attr_5,attr_75,attr_14,attr_69,attr_16,attr_64,attr_32,attr_74,attr_12,attr_68,attr_94,attr_82,attr_39,attr_70,attr_73,attr_86,attr_19,attr_65,attr_31,attr_71,attr_18,attr_79,attr_47,attr_45,attr_11,attr_98,attr_84,attr_89,attr_72,attr_99,attr_95,attr_24,attr_54,attr_30,attr_61,attr_83,attr_56,attr_27,attr_0,attr_37,attr_97,attr_22,attr_78,attr_17,attr_57;sku,attr_56,attr_70,attr_79,attr_74;sku,attr_65,attr_84,attr_47,attr_17
fam_23;"Magni nihil.";name;sku,name,attr_60,attr_34,attr_90,attr_41,attr_5,attr_1,attr_52,attr_98,attr_43,attr_56,attr_16,attr_59,attr_27,attr_97,attr_31,attr_38,attr_81,attr_53,attr_15,attr_0,attr_57,attr_29,attr_75,attr_66,attr_30,attr_74,attr_61,attr_72,attr_32,attr_58,attr_36,attr_4,attr_65,attr_84,attr_39,attr_89,attr_64,attr_92,attr_51,attr_96,attr_40,attr_45,attr_87,attr_35,attr_10,attr_94,attr_77,attr_62,attr_3;sku,attr_29,attr_84,attr_43,attr_75;sku,attr_56,attr_39,attr_59,attr_64
fam_24;"Quo enim ut.";name;sku,name,attr_20,attr_91,attr_13,attr_83,attr_32,attr_30,attr_88,attr_42,attr_35,attr_7,attr_49,attr_43,attr_28,attr_71,attr_21,attr_61,attr_84,attr_46,attr_16,attr_98,attr_38,attr_58,attr_19,attr_87,attr_69,attr_34,attr_14,attr_36,attr_53,attr_2,attr_54,attr_55,attr_40,attr_72,attr_60,attr_82,attr_64,attr_25,attr_10,attr_89,attr_79,attr_93,attr_44,attr_50,attr_8,attr_41,attr_31,attr_24,attr_15;sku,attr_64,name,attr_88,attr_87;sku,attr_93,attr_15,attr_60,attr_14
fam_25;"Perferendis aut.";name;sku,name,attr_67,attr_76,attr_89,attr_70,attr_34,attr_14,attr_13,attr_38,attr_0,attr_29,attr_18,attr_25,attr_98,attr_62,attr_28,attr_20,attr_3,attr_21,attr_58,attr_79,attr_39,attr_33,attr_59,attr_15,attr_40,attr_53,attr_97,attr_23,attr_4,attr_41,attr_37,attr_32,attr_88,attr_99,attr_71,attr_44,attr_54,attr_10,attr_84,attr_27,attr_9,attr_69,attr_83,attr_49,attr_19,attr_7,attr_8,attr_17,attr_30;sku,attr_71,attr_3,attr_23,attr_62;sku,attr_58,attr_71,attr_17,sku
fam_26;"Est quia voluptatum.";name;sku,name,attr_3,attr_94,attr_72,attr_95,attr_32,attr_14,attr_90,attr_82,attr_8,attr_33,attr_26,attr_47,attr_29,attr_70,attr_27,attr_96,attr_99,attr_45,attr_7,attr_75,attr_88,attr_86,attr_30,attr_54,attr_69,attr_84,attr_80,attr_17,attr_63,attr_77,attr_44,attr_49,attr_41,attr_24,attr_50,attr_13,attr_28,attr_2,attr_61,attr_68,attr_65,attr_79,attr_62,attr_83,attr_10,attr_66,attr_35,attr_51,attr_78;sku,attr_78,attr_44,attr_2,attr_75;sku,attr_49,attr_17,attr_68,attr_27
fam_27;"Sint odio.";name;sku,name,attr_76,attr_15,attr_69,attr_3,attr_17,attr_8,attr_73,attr_2,attr_32,attr_7,attr_61,attr_34,attr_77,attr_57,attr_94,attr_88,attr_14,attr_11,attr_85,attr_96,attr_56,attr_97,attr_86,attr_53,attr_46,attr_63,attr_25,attr_24,attr_79,attr_13,attr_74,attr_64,attr_84,attr_66,attr_54,attr_68,attr_36,attr_20,attr_42,attr_12,attr_81,attr_10,attr_5,attr_0,attr_87,attr_50,attr_29,attr_55,attr_91;sku,attr_86,attr_76,attr_20,attr_25;sku,attr_54,attr_84,attr_11,attr_20
fam_28;"Impedit ut.";name;sku,name,attr_42,attr_98,attr_70,attr_73,attr_88,attr_57,attr_74,attr_90,attr_77,attr_99,attr_71,attr_83,attr_64,attr_30,attr_8,attr_89,attr_94,attr_59,attr_54,attr_19,attr_48,attr_28,attr_86,attr_56,attr_5,attr_81,attr_21,attr_20,attr_23,attr_50,attr_60,attr_67,attr_11,attr_4,attr_26,attr_37,attr_75,attr_18,attr_13,attr_47,attr_62,attr_35,attr_25,attr_27,attr_44,attr_22,attr_14,attr_65,attr_41;sku,attr_37,attr_54,attr_19,attr_99;sku,attr_59,attr_83,name,attr_86
fam_29;"Sed temporibus cumque.";name;sku,name,attr_94,attr_75,attr_33,attr_43,attr_15,attr_17,attr_41,attr_42,attr_88,attr_59,attr_95,attr_81,attr_54,attr_62,attr_3,attr_71,attr_97,attr_74,attr_1,attr_10,attr_6,attr_65,attr_19,attr_48,attr_35,attr_58,attr_22,attr_30,attr_99,attr_53,attr_82,attr_96,attr_11,attr_60,attr_90,attr_66,attr_16,attr_8,attr_9,attr_29,attr_63,attr_23,attr_80,attr_50,attr_68,attr_26,attr_13,attr_79,attr_69;sku,attr_17,attr_68,attr_3,attr_69;sku,name,attr_68,attr_94,attr_9
fam_30;"Cupiditate omnis.";name;sku,name,attr_59,attr_77,attr_9,attr_31,attr_21,attr_37,attr_50,attr_96,attr_64,attr_56,attr_24,attr_17,attr_25,attr_41,attr_58,attr_63,attr_11,attr_40,attr_75,attr_39,attr_82,attr_60,attr_20,attr_8,attr_33,attr_94,attr_49,attr_35,attr_34,attr_85,attr_54,attr_69,attr_23,attr_5,attr_2,attr_28,attr_45,attr_76,attr_74,attr_92,attr_0,attr_55,attr_89,attr_95,attr_47,attr_1,attr_51,attr_15,attr_72;sku,attr_92,attr_45,attr_25,attr_39;sku,attr_75,attr_21,attr_59,attr_51
fam_31;"Id minus rerum.";name;sku,name,attr_93,attr_13,attr_52,attr_3,attr_40,attr_16,attr_7,attr_41,attr_88,attr_59,attr_53,attr_68,attr_55,attr_84,attr_86,attr_10,attr_27,attr_83,attr_35,attr_42,attr_46,attr_1,attr_43,attr_62,attr_28,attr_99,attr_82,attr_22,attr_49,attr_12,attr_0,attr_73,attr_29,attr_18,attr_14,attr_5,attr_98,attr_30,attr_17,attr_38,attr_61,attr_34,attr_80,attr_90,attr_6,attr_94,attr_79,attr_65,attr_60;sku,attr_98,attr_49,attr_61,attr_10;sku,sku,attr_88,attr_46,attr_17
fam_32;"Excepturi numquam nobis.";name;sku,name,attr_0,attr_64,attr_68,attr_76,attr_60,attr_26,attr_71,attr_87,attr_34,attr_84,attr_13,attr_72,attr_52,attr_19,attr_99,attr_98,attr_9,attr_89,attr_50,attr_83,attr_10,attr_96,attr_40,attr_57,attr_39,attr_33,attr_7,attr_12,attr_97,attr_15,attr_70,attr_56,attr_18,attr_20,attr_55,attr_66,attr_92,attr_61,attr_31,attr_74,attr_53,attr_24,attr_28,attr_59,attr_81,attr_93,attr_11,attr_79,attr_1;sku,attr_92,attr_93,sku,attr_0;sku,attr_19,attr_64,attr_15,attr_28
fam_33;"Distinctio ut qui.";name;sku,name,attr_51,attr_24,attr_7,attr_3,attr_55,attr_42,attr_21,attr_58,attr_35,attr_61,attr_33,attr_60,attr_38,attr_20,attr_49,attr_22,attr_94,attr_54,attr_74,attr_27,attr_95,attr_77,attr_44,attr_40,attr_72,attr_76,attr_70,attr_89,attr_9,attr_39,attr_85,attr_81,attr_71,attr_59,attr_0,attr_1,attr_66,attr_50,attr_48,attr_18,attr_64,attr_23,attr_73,attr_16,attr_78,attr_43,attr_97,attr_75,attr_53;sku,attr_24,attr_58,attr_22,attr_9;sku,attr_0,attr_49,attr_43,attr_9
fam_34;"In doloremque quia.";name;sku,name,attr_82,attr_92,attr_12,attr_8,attr_58,attr_37,attr_34,attr_98,attr_11,attr_71,attr_78,attr_42,attr_25,attr_83,attr_45,attr_0,attr_50,attr_68,attr_18,attr_80,attr_31,attr_2,attr_87,attr_22,attr_65,attr_62,attr_75,attr_46,attr_29,attr_77,attr_73,attr_99,attr_52,attr_76,attr_41,attr_70,attr_69,attr_95,attr_3,attr_7,attr_43,attr_32,attr_35,attr_84,attr_15,attr_61,attr_6,attr_49,attr_1;sku,attr_42,attr_2,attr_3,attr_46;sku,attr_6,attr_78,name,attr_68
fam_35;"Magni vero aut.";name;sku,name,attr_12,attr_80,attr_77,attr_57,attr_82,attr_68,attr_5,attr_37,attr_93,attr_76,attr_46,attr_71,attr_56,attr_83,attr_39,attr_65,attr_34,attr_10,attr_48,attr_35,attr_92,attr_94,attr_96,attr_70,attr_20,attr_19,attr_1,attr_86,attr_72,attr_49,attr_18,attr_7,attr_55,attr_38,attr_22,attr_74,attr_42,attr_79,attr_26,attr_62,attr_44,attr_25,attr_45,attr_29,attr_2,attr_90,attr_84,attr_67,attr_73;sku,attr_25,attr_71,attr_2,attr_68;sku,attr_86,attr_67,attr_19,attr_10
fam_36;"Ea ut commodi.";name;sku,name,attr_55,attr_33,attr_59,attr_87,attr_68,attr_40,attr_21,attr_17,attr_89,attr_16,attr_28,attr_27,attr_52,attr_45,attr_49,attr_7,attr_51,attr_1,attr_98,attr_77,attr_3,attr_75,attr_76,attr_86,attr_39,attr_65,attr_46,attr_73,attr_29,attr_13,attr_8,attr_83,attr_97,attr_9,attr_43,attr_74,attr_37,attr_53,attr_38,attr_10,attr_58,attr_25,attr_5,attr_85,attr_91,attr_67,attr_69,attr_48,attr_41;sku,attr_37,attr_98,attr_69,attr_17;sku,attr_45,attr_87,attr_27,attr_3
fam_37;"Aut beatae.";name;sku,name,attr_35,attr_93,attr_92,attr_40,attr_12,attr_71,attr_97,attr_24,attr_63,attr_81,attr_29,attr_31,attr_77,attr_8,attr_13,attr_11,attr_87,attr_80,attr_17,attr_83,attr_61,attr_47,attr_99,attr_94,attr_89,attr_82,attr_64,attr_91,attr_34,attr_0,attr_86,attr_69,attr_22,attr_51,attr_65,attr_74,attr_98,attr_84,attr_96,attr_3,attr_60,attr_5,attr_23,attr_26,attr_56,attr_49,attr_25,attr_36,attr_43;sku,attr_56,attr_64,attr_74,attr_0;sku,attr_96,attr_25,attr_29,attr_34
fam_38;"Perspiciatis magni.";name;sku,name,attr_79,attr_85,attr_96,attr_15,attr_87,attr_67,attr_64,attr_0,attr_82,attr_71,attr_6,attr_17,attr_55,attr_45,attr_52,attr_76,attr_72,attr_65,attr_95,attr_10,attr_48,attr_58,attr_91,attr_41,attr_90,attr_42,attr_13,attr_84,attr_26,attr_68,attr_69,attr_27,attr_56,attr_33,attr_80,attr_51,attr_44,attr_1,attr_61,attr_66,attr_46,attr_11,attr_53,attr_39,attr_94,attr_57,attr_24,attr_59,attr_12;sku,attr_96,attr_39,attr_44,attr_94;sku,attr_67,attr_56,attr_10,attr_11
fam_39;"Deleniti molestias.";name;sku,name,attr_18,attr_23,attr_99,attr_80,attr_61,attr_93,attr_1,attr_97,attr_62,attr_75,attr_65,attr_83,attr_6,attr_67,attr_70,attr_77,attr_5,attr_90,attr_33,attr_42,attr_19,attr_22,attr_82,attr_72,attr_86,attr_95,attr_69,attr_2,attr_63,attr_15,attr_59,attr_52,attr_16,attr_9,attr_35,attr_31,attr_44,attr_87,attr_50,attr_28,attr_79,attr_30,attr_46,attr_29,attr_76,attr_41,attr_27,attr_7,attr_43;sku,name,attr_35,attr_99,attr_59;sku,attr_7,attr_42,attr_15,attr_44
fam_40;"Sunt provident praesentium.";name;sku,name,attr_86,attr_37,attr_39,attr_91,attr_29,attr_35,attr_65,attr_11,attr_48,attr_42,attr_52,attr_36,attr_95,attr_45,attr_57,attr_88,attr_87,attr_72,attr_90,attr_23,attr_32,attr_61,attr_41,attr_49,attr_69,attr_10,attr_54,attr_79,attr_68,attr_56,attr_38,attr_78,attr_4,attr_5,attr_13,attr_64,attr_8,attr_19,attr_2,attr_96,attr_83,attr_97,attr_75,attr_16,attr_12,attr_53,attr_20,attr_44,attr_14;sku,attr_78,attr_87,attr_72,attr_65;sku,attr_61,attr_54,attr_87,attr_56
fam_41;"Voluptatum culpa.";name;sku,name,attr_59,attr_29,attr_23,attr_91,attr_21,attr_73,attr_64,attr_4,attr_46,attr_87,attr_26,attr_79,attr_70,attr_10,attr_18,attr_6,attr_66,attr_58,attr_31,attr_36,attr_63,attr_25,attr_96,attr_2,attr_49,attr_81,attr_71,attr_27,attr_28,attr_62,attr_48,attr_22,attr_94,attr_65,attr_32,attr_57,attr_72,attr_82,attr_84,attr_90,attr_39,attr_68,attr_12,attr_75,attr_37,attr_74,attr_34,attr_24,attr_41;sku,attr_6,attr_27,attr_46,attr_79;sku,attr_59,attr_96,attr_71,attr_28
fam_42;"Voluptates voluptatem.";name;sku,name,attr_1,attr_80,attr_55,attr_16,attr_22,attr_37,attr_13,attr_90,attr_79,attr_99,attr_68,attr_36,attr_0,attr_41,attr_53,attr_82,attr_35,attr_20,attr_9,attr_61,attr_67,attr_58,attr_8,attr_39,attr_74,attr_27,attr_95,attr_71,attr_24,attr_46,attr_12,attr_65,attr_63,attr_52,attr_69,attr_48,attr_94,attr_30,attr_15,attr_45,attr_77,attr_92,attr_4,attr_83,attr_87,attr_85,attr_10,attr_57,attr_70;sku,attr_63,attr_65,attr_70,attr_85;sku,attr_67,name,attr_65,attr_13
fam_43;"Maxime nihil qui.";name;sku,name,attr_0,attr_95,attr_88,attr_79,attr_30,attr_32,attr_52,attr_96,attr_61,attr_75,attr_22,attr_13,attr_45,attr_78,attr_99,attr_80,attr_73,attr_46,attr_57,attr_25,attr_84,attr_59,attr_26,attr_70,attr_29,attr_97,attr_31,attr_19,attr_62,attr_53,attr_9,attr_87,attr_7,attr_54,attr_36,attr_1,attr_39,attr_51,attr_27,attr_5,attr_91,attr_23,attr_42,attr_43,attr_24,attr_90,attr_15,attr_12,attr_56;sku,attr_12,attr_87,attr_78,attr_7;sku,attr_84,attr_95,attr_25,attr_43
