code;label-en_US;attribute_as_label;attributes;requirements-ecommerce;requirements-print
fam_10;"Non architecto.";sku;sku,attr_52,attr_12,attr_89,attr_90,attr_3,attr_61,attr_87,attr_28,attr_59,attr_56,attr_17,attr_14,attr_22,attr_8,attr_49,attr_32,attr_9,attr_54,attr_11,attr_58,attr_6,attr_47,attr_88,attr_76,attr_74,attr_46,attr_85,attr_82,attr_62,attr_18,attr_21,attr_64,attr_77,attr_73,attr_95,attr_57,attr_86,attr_98,attr_92,attr_16,attr_36,attr_51,attr_48,attr_45,attr_33,attr_84,attr_29,attr_70,attr_67;sku,attr_91,attr_21,attr_44,attr_81;sku,attr_53,attr_71,attr_41,attr_20
fam_11;"Velit pariatur eos.";sku;sku,attr_71,attr_38,attr_65,attr_1,attr_88,attr_15,attr_81,attr_20,attr_4,attr_17,attr_80,attr_21,attr_32,attr_66,attr_61,attr_86,attr_50,attr_54,attr_72,attr_35,attr_67,attr_24,attr_97,attr_79,attr_5,attr_91,attr_16,attr_34,attr_74,attr_37,attr_6,attr_29,attr_76,attr_93,attr_85,attr_42,attr_30,attr_73,attr_96,attr_40,attr_99,attr_59,attr_0,attr_83,attr_89,attr_92,attr_94,attr_45,attr_95;sku,attr_94,attr_54,attr_29,attr_5;sku,attr_51,attr_4,attr_12,attr_60
fam_12;"Officia quidem quidem.";sku;sku,attr_74,attr_34,attr_64,attr_73,attr_80,attr_38,attr_79,attr_84,attr_41,attr_8,attr_5,attr_67,attr_97,attr_6,attr_50,attr_69,attr_21,attr_57,attr_51,attr_47,attr_98,attr_60,attr_3,attr_13,attr_32,attr_63,attr_0,attr_96,attr_70,attr_66,attr_82,attr_14,attr_10,attr_55,attr_61,attr_27,attr_23,attr_87,attr_54,attr_15,attr_76,attr_86,attr_44,attr_62,attr_81,attr_12,attr_92,attr_26,attr_89;sku,attr_66,attr_43,attr_19,attr_40;sku,attr_86,attr_17,attr_20,attr_45
fam_13;"Consectetur veritatis.";sku;sku,attr_82,attr_13,attr_45,attr_48,attr_73,attr_58,attr_55,attr_26,attr_32,attr_41,attr_88,attr_46,attr_15,attr_80,attr_60,attr_43,attr_36,attr_19,attr_70,attr_86,attr_57,attr_3,attr_6,attr_85,attr_52,attr_4,attr_21,attr_97,attr_29,attr_93,attr_66,attr_40,attr_2,attr_17,attr_59,attr_20,attr_51,attr_69,attr_42,attr_67,attr_89,attr_9,attr_39,attr_77,attr_87,attr_50,attr_65,attr_53,attr_79;sku,attr_71,attr_98,attr_5,attr_41;sku,attr_56,attr_20,attr_9,attr_64
fam_14;"Est commodi recusandae.";sku;sku,attr_93,attr_97,attr_25,attr_17,attr_24,attr_30,attr_58,attr_60,attr_14,attr_27,attr_85,attr_22,attr_84,attr_21,attr_11,attr_37,attr_73,attr_91,attr_39,attr_87,attr_18,attr_69,attr_6,attr_98,attr_26,attr_63,attr_53,attr_67,attr_33,attr_3,attr_76,attr_95,attr_5,attr_89,attr_59,attr_74,attr_12,attr_29,attr_43,attr_82,attr_72,attr_51,attr_4,attr_71,attr_20,attr_65,attr_92,attr_35,attr_48;sku,attr_15,attr_97,attr_41,attr_24;sku,attr_24,attr_49,attr_51,attr_34
fam_15;"Harum amet dolores.";sku;sku,attr_4,attr_52,attr_34,attr_0,attr_49,attr_23,attr_7,attr_82,attr_84,attr_66,attr_31,attr_56,attr_71,attr_40,attr_80,attr_85,attr_61,attr_27,attr_10,attr_13,attr_29,attr_81,attr_41,attr_26,attr_73,attr_11,attr_96,attr_21,attr_53,attr_76,attr_91,attr_68,attr_57,attr_8,attr_9,attr_95,attr_2,attr_93,attr_60,attr_30,attr_72,attr_37,attr_48,attr_92,attr_6,attr_5,attr_12,attr_70,attr_99;sku,attr_41,attr_28,attr_53,attr_88;sku,attr_92,attr_45,attr_6,attr_27
fam_16;"Explicabo corrupti qui.";sku;sku,attr_20,attr_91,attr_50,attr_62,attr_11,attr_61,attr_90,attr_25,attr_7,attr_23,attr_94,attr_27,attr_42,attr_15,attr_88,attr_54,attr_89,attr_49,attr_16,attr_14,attr_77,attr_36,attr_17,attr_66,attr_92,attr_60,attr_76,attr_82,attr_21,attr_31,attr_32,attr_69,attr_55,attr_43,attr_83,attr_72,attr_53,attr_70,attr_30,attr_46,attr_98,attr_86,attr_73,attr_65,attr_0,attr_47,attr_78,attr_24,attr_10;sku,attr_55,attr_80,attr_51,attr_52;sku,attr_22,attr_23,attr_28,attr_10
fam_17;"Natus sequi aliquid.";sku;sku,attr_3,attr_23,attr_55,attr_53,attr_56,attr_93,attr_30,attr_21,attr_38,attr_72,attr_46,attr_83,attr_94,attr_20,attr_8,attr_13,attr_43,attr_25,attr_5,attr_0,attr_9,attr_32,attr_51,attr_87,attr_78,attr_80,attr_89,attr_47,attr_64,attr_96,attr_18,attr_84,attr_70,attr_27,attr_15,attr_17,attr_60,attr_76,attr_7,attr_57,attr_59,attr_81,attr_29,attr_95,attr_40,attr_85,attr_49,attr_50,attr_10;sku,attr_46,attr_70,attr_97,attr_10;sku,attr_20,attr_91,attr_46,attr_93
fam_18;"Consequatur voluptas.";sku;sku,attr_63,attr_73,attr_80,attr_37,attr_39,attr_77,attr_30,attr_71,attr_67,attr_79,attr_17,attr_70,attr_99,attr_88,attr_81,attr_89,attr_55,attr_53,attr_95,attr_3,attr_6,attr_43,attr_52,attr_33,attr_58,attr_76,attr_51,attr_45,attr_23,attr_96,attr_28,attr_2,attr_85,attr_32,attr_64,attr_92,attr_98,attr_57,attr_65,attr_35,attr_54,attr_94,attr_8,attr_56,attr_86,attr_34,attr_46,attr_82,attr_5;sku,attr_6,attr_35,attr_1,attr_7;sku,attr_89,attr_47,attr_93,attr_46
fam_19;"Quisquam doloribus reiciendis.";sku;sku,attr_78,attr_96,attr_76,attr_25,attr_66,attr_33,attr_90,attr_48,attr_3,attr_64,attr_44,attr_73,attr_82,attr_47,attr_28,attr_24,attr_52,attr_95,attr_6,attr_86,attr_59,attr_27,attr_80,attr_7,attr_43,attr_57,attr_14,attr_67,attr_58,attr_94,attr_61,attr_68,attr_75,attr_62,attr_60,attr_17,attr_18,attr_91,attr_32,attr_23,attr_85,attr_88,attr_83,attr_49,attr_5,attr_54,attr_0,attr_13,attr_79;sku,attr_38,attr_99,attr_14,attr_60;sku,attr_82,attr_10,attr_61,attr_86
